_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
design and development of a virtual reality simulation for dental implant prosthesis training,Design and development of a virtual reality simulation for dental implant prosthesis training.,BMC oral health,journalArticle,4I8FWCMQ,Monaghesh 等 - 2026 - Design and development of a virtual reality simulation for dental implant prosthesis training.pdf,INCLUDE,"该研究自身在技术开发中使用 Blender 进行三维建模，原文明确写道""three-dimensional models of anatomical structures, implant components, and clinical instruments were designed using Blender software""，且""All 3D anatomical structures and implant components were modeled internally using Blender""。",Blender,Prosthodontics,Digital design and manufacturing,technical_note,"【判定】: INCLUDE
【判定理由】: 该研究自身在技术开发中使用 Blender 进行三维建模，原文明确写道""three-dimensional models of anatomical structures, implant components, and clinical instruments were designed using Blender software""，且""All 3D anatomical structures and implant components were modeled internally using Blender""。
【软件】: Blender
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: technical_note"
evaluation of prostheses retained zygomatic and dental implants in large defects in the maxilla due to tumors or major trauma by biomechanical 3 dimensional finite element analysis,Evaluation of prostheses retained zygomatic and dental implants in large defects in the maxilla due to tumors or major trauma by biomechanical 3- dimensional  finite element analysis.,BMC oral health,journalArticle,4SAG92EI,Yemenoglu 等 - 2025 - Evaluation of prostheses retained zygomatic and dental implants in large defects in the maxilla due.pdf,EXCLUDE,"抽取的证据片段仅涉及研究背景、方法和结论（如""3-dimensional finite element analysis""），未出现任何该研究自身使用的具名第三方非牙科3D软件（如ANSYS、ABAQUS等）的原文证据。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 抽取的证据片段仅涉及研究背景、方法和结论（如""3-dimensional finite element analysis""），未出现任何该研究自身使用的具名第三方非牙科3D软件（如ANSYS、ABAQUS等）的原文证据。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
a novel method for 3d face symmetry reference plane based on weighted procrustes analysis algorithm,A novel method for 3D face symmetry reference plane based on weighted Procrustes analysis algorithm.,BMC oral health,journalArticle,R67KEMQQ,Zhu 等 - 2020 - A novel method for 3D face symmetry reference plane based on weighted Procrustes analysis algorithm..pdf,INCLUDE,"该研究自身在材料与方法中使用 Geomagic Studio 2013 处理三维面部数据，原文明确写道 ""For data processing, we used the reverse engineering software Geomagic Studio 2013"" 以及 ""Geomagic Studio 2013 was used to process images""。",Geomagic Studio 2013,Orthodontics,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Geomagic Studio 2013 处理三维面部数据，原文明确写道 ""For data processing, we used the reverse engineering software Geomagic Studio 2013"" 以及 ""Geomagic Studio 2013 was used to process images""。
【软件】: Geomagic Studio 2013
【专科】: Orthodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
use of open source software and photogrammetry in the fabrication of 3d printed custom trays for edentulous patients a technical guide,Use of open-source software and photogrammetry in the fabrication of 3D-printed custom trays for edentulous patients: A technical guide,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,FIBFTP9V,Cordeiro 等 - 2025 - Use of open-source software and photogrammetry in the fabrication of 3D-printed custom trays for ede.pdf,INCLUDE,"该技术指南自身在方法中使用""Photogrammetry Software (Alicevision Meshroom 2021.1.0; AliceVision)""进行3D模型重建，属于具名第三方非牙科3D软件。",AliceVision Meshroom,Prosthodontics,Digital design and manufacturing,technical_note,"【判定】: INCLUDE
【判定理由】: 该技术指南自身在方法中使用""Photogrammetry Software (Alicevision Meshroom 2021.1.0; AliceVision)""进行3D模型重建，属于具名第三方非牙科3D软件。
【软件】: AliceVision Meshroom
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: technical_note"
convolutional neural network for automated tooth segmentation on intraoral scans,Convolutional neural network for automated tooth segmentation on intraoral scans,BMC ORAL HEALTH,journalArticle,HIZDAWBD,Wang 等 - 2024 - Convolutional neural network for automated tooth segmentation on intraoral scans..pdf,EXCLUDE,"该研究仅设计并使用自研的""multi-step 3D U-Net pipeline""进行牙齿分割，证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅设计并使用自研的""multi-step 3D U-Net pipeline""进行牙齿分割，证据片段中未出现任何具名的第三方非牙科3D软件被该研究自己使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
comparison the accuracy of a novel implant robot surgery and dynamic navigation system in dental implant surgery an in vitro pilot study,Comparison the accuracy of a novel implant robot surgery and dynamic navigation system in dental implant surgery: an in vitro pilot study,BMC ORAL HEALTH,journalArticle,CXWGAQ8R,Chen 等 - 2023 - Comparison the accuracy of a novel implant robot surgery and dynamic navigation system in dental imp.pdf,INCLUDE,"摘要与全文中明确记载该研究自己使用 ""3D Slicer software"" 进行术前设计与术后CBCT融合以测量种植体偏差（""measured by fusion of the preoperative design and the actual postoperative cone-beam computed tomography (CBCT) using 3D Slicer software""）。",3D Slicer,Implantology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 摘要与全文中明确记载该研究自己使用 ""3D Slicer software"" 进行术前设计与术后CBCT融合以测量种植体偏差（""measured by fusion of the preoperative design and the actual postoperative cone-beam computed tomography (CBCT) using 3D Slicer software""）。
【软件】: 3D Slicer
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
digital measurement method for comparing the absolute marginal discrepancy of three unit ceramic fixed dental prostheses fabricated using conventional and digital technologies,Digital measurement method for comparing the absolute marginal discrepancy of three-unit ceramic fixed dental prostheses fabricated using conventional and digital technologies,BMC ORAL HEALTH,journalArticle,8N2YELVJ,Liang 等 - 2023 - Digital measurement method for comparing the absolute marginal discrepancy of three-unit ceramic fix.pdf,INCLUDE,"该研究自身在方法中使用 ""A reverse engineering software (Geomagic Studio 2013, 3D Systems, Rock Hill, SC, USA) was used to analyze the above-mentioned datasets"" 进行三维数据配准与测量。",Geomagic Studio 2013,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 ""A reverse engineering software (Geomagic Studio 2013, 3D Systems, Rock Hill, SC, USA) was used to analyze the above-mentioned datasets"" 进行三维数据配准与测量。
【软件】: Geomagic Studio 2013
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
evaluation of cbct reconstructed tooth models at different thresholds and voxels and their accuracy in fusion with ios data an in vitro validation study,Evaluation of CBCT reconstructed tooth models at different thresholds and voxels and their accuracy in fusion with IOS data: an in vitro validation study.,BMC oral health,journalArticle,QD7MIRSD,Zhang 等 - 2024 - Evaluation of CBCT reconstructed tooth models at different thresholds and voxels and their accuracy.pdf,EXCLUDE,"证据片段中仅泛泛提及""three-dimensional reconstruction is performed using medical image processing software""，未出现任何具名的第三方非牙科3D软件；研究使用的是自研的""curvature continuity algorithm""（半自动冠根融合算法），符合""只使用自研算法/代码""的排除情形。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅泛泛提及""three-dimensional reconstruction is performed using medical image processing software""，未出现任何具名的第三方非牙科3D软件；研究使用的是自研的""curvature continuity algorithm""（半自动冠根融合算法），符合""只使用自研算法/代码""的排除情形。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
morphological changes of the root apex in anterior teeth with periapical periodontitis an in vivo study,Morphological changes of the root apex in anterior teeth with periapical periodontitis: an in-vivo study,BMC ORAL HEALTH,journalArticle,HVIZBRYA,Zhang 等 - 2022 - Morphological changes of the root apex in anterior teeth with periapical periodontitis an in-vivo s.pdf,INCLUDE,"全文证据显示""the data were imported into 3D Slicer 4.8.1...a free open-source software for medical image processing""，且""the anatomical structures (roots and canals) were reconstructed using the 'Merge And Build' module of 3D Slicer""，为该研究自身使用。",3D Slicer,Endodontics,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【判定理由】: 全文证据显示""the data were imported into 3D Slicer 4.8.1...a free open-source software for medical image processing""，且""the anatomical structures (roots and canals) were reconstructed using the 'Merge And Build' module of 3D Slicer""，为该研究自身使用。
【软件】: 3D Slicer
【专科】: Endodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
optimum design of reference points distribution in three dimensional reconstruction of dental model in intercuspal position,Optimum design of reference points distribution in three-dimensional reconstruction of dental model in intercuspal position,BMC ORAL HEALTH,journalArticle,IHRNZSRA,Wu 等 - 2021 - Optimum design of reference points distribution in three-dimensional reconstruction of dental model.pdf,INCLUDE,"该研究自身在方法中使用""SolidWorks 2015""设计半球形凹面，并使用""Geomagic Studio 2013""构建数字模型凹面并测量距离，均为具名第三方非牙科3D软件。",SolidWorks 2015; Geomagic Studio 2013,Prosthodontics,Digital design and manufacturing,technical_note,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用""SolidWorks 2015""设计半球形凹面，并使用""Geomagic Studio 2013""构建数字模型凹面并测量距离，均为具名第三方非牙科3D软件。
【软件】: SolidWorks 2015; Geomagic Studio 2013
【专科】: Prosthodontics
【应用场景】: Digital design and manufacturing
【研究设计】: technical_note"
biomechanical effects of digitally constructed titanium modified polyetheretherketone and polyetherketoneketone subperiosteal implants on atrophied maxilla a finite element analysis,"Biomechanical effects of digitally constructed titanium, modified polyetheretherketone, and polyetherketoneketone subperiosteal implants on atrophied maxilla: a finite element analysis",BMC ORAL HEALTH,journalArticle,ST9LNB5B,"El-Sawy 等 - 2025 - Biomechanical effects of digitally constructed titanium, modified polyetheretherketone, and polyethe.pdf",INCLUDE,"摘要与全文中明确写道 ""A three-dimensional finite element model of an atrophic maxilla was created from CT data and processed through CAD and ANSYS software""，表明该研究自身使用了具名第三方非牙科3D软件 ANSYS 进行建模与有限元分析。",ANSYS,Prosthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 摘要与全文中明确写道 ""A three-dimensional finite element model of an atrophic maxilla was created from CT data and processed through CAD and ANSYS software""，表明该研究自身使用了具名第三方非牙科3D软件 ANSYS 进行建模与有限元分析。
【软件】: ANSYS
【专科】: Prosthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
