序号,Key,Title,run1,run2,run3,一致,一致度,多数标签
,7M8ERVJ3,Development of an Automatic Computer Program to Determine the Optimal Dental Implant Size and Position for Fibula Free Flap Surgery.,include,include,include,True,1.0,include
,KCI2D4H9,Effect of three different veneering techniques on the stress distribution and in vitro fatigue behavior of core-veneer all-ceramic fixed partial dentures.,unsure,unsure,unsure,True,1.0,unsure
,T5FJEIPG,BounTI (boundary-preserving threshold iteration): A user-friendly tool for automatic hard tissue segmentation.,unsure,unsure,exclude,False,0.6666666666666666,unsure
,ZF8KYU3K,Stress distribution in endodontically treated external cervical resorption lesions restored with MTA and biodentine - A finite element analysis.,include,include,include,True,1.0,include
,6SHXRW5Z,Volumetric analysis of mucous retention cysts in the maxillary sinus: A retrospective study using cone-beam computed tomography.,include,include,include,True,1.0,include
,IDCI2HJY,Two-stage deep learning framework for occlusal crown depth image generation.,unsure,unsure,unsure,True,1.0,unsure
,MVGIWU9B,AI-Assisted Identification of the Medial Lingual Foramen on CBCT: A Deep Learning Approach for Preoperative Implant Assessment.,unsure,unsure,unsure,True,1.0,unsure
,WSCIJHCB,Postoperative facial appearance of patients with extensive oral squamous cell carcinoma can be adequately preserved with in?house virtually planned mandibular  reconstruction.,unsure,unsure,unsure,True,1.0,unsure
,WXXEPTFD,"Biomechanical Evaluation of Stress Distribution in Equicrestal and Sub-crestally Placed, Platform-Switched Morse Taper Dental Implants in D3 Bone: Finite Element  Analysis.",unsure,unsure,unsure,True,1.0,unsure
,KB2PJW4K,3D photography and computer modelling in nasal reconstruction.,unsure,unsure,unsure,True,1.0,unsure
,QMPTHVAN,Can Deep Learning Methods Differentiate Temporomandibular Joint Disorders From Healthy Joints? A 3D Artificial Intelligence Algorithm Study Based on CBCT  Images.,unsure,unsure,unsure,True,1.0,unsure
,IQCXVDV3,"An in vivo study to assess and compare the angular, linear, and depth deviation as well as the difference in bone density of implants placed using computer-aided  design/computer-aided manufacturing fabricated three-dimensional guides versus  the implants placed using bone pen kit in maxillary and mandibular ridges.",unsure,unsure,unsure,True,1.0,unsure
,746L2B4Q,A Deep Learning Framework for Automated Classification and Archiving of Orthodontic Diagnostic Documents.,exclude,exclude,exclude,True,1.0,exclude
,LFMJ4JFT,Influence of 3D printing angles on the accuracy of indirect adhesion transfer models: an in vitro study.,unsure,unsure,unsure,True,1.0,unsure
,ZAPYVPDD,Isolation and Therapeutic Application of Extracellular Vesicles Derived from Self-Assembled Mesenchymal Stem Cell Aggregates.,exclude,unsure,unsure,False,0.6666666666666666,unsure
,SUVB33ZW,Alveolar Distraction.,unsure,unsure,unsure,True,1.0,unsure
,82NRY6N3,Predicting craniofacial fibrous dysplasia growth status: an exploratory study of a hybrid radiomics and deep learning model based on computed tomography images.,include,include,include,True,1.0,include
,SXVNEQGA,A Novel Guided Zygomatic and Pterygoid Implant Surgery System: A Human Cadaver Study on Accuracy.,unsure,unsure,unsure,True,1.0,unsure
,5N9WLQW9,Biomechanical comparison of titanium and Y-TZP subperiosteal implants in atrophic maxilla: a finite element study.,include,include,include,True,1.0,include
,HG9V8DTX,"Zirconia implants interfere with the evaluation of peri-implant bone defects in cone beam computed tomography (CBCT) images even with artifact reduction, a pilot  study.",exclude,exclude,exclude,True,1.0,exclude
,QLCV7SDJ,Exploring the Intricacies of Finite Element Modeling of 3D-Printed Scaffolds for Musculoskeletal Applications: An In-Depth Review.,exclude,exclude,exclude,True,1.0,exclude
,D4L4LQ75,A reproducible optical-microscopic framework for evaluating electronic apex locator performance in different irrigants using 3D-printed transparent resin  teeth.,unsure,unsure,unsure,True,1.0,unsure
,4WXYA3TN,Evaluation of stress distribution in and around dental implants using three different implant-abutment interfaces with platform-switched and  non-platform-switched abutments: A three-dimensional finite element analysis.,include,include,include,True,1.0,include
,ECEYBXQN,"Investigation of Voids in the Apical Plug of MTA Using Cone-Beam Computed Tomography, Digital Radiography, and Analog Radiography.",unsure,unsure,unsure,True,1.0,unsure
,XMP5NQCB,Designing an occlusal appliance digital protocol using an open-source 3D modeling software program: a technical report.,include,include,include,True,1.0,include
,LPNTLF6K,Artificial intelligence for maxillofacial prosthodontics: A technological shift in craniofacial rehabilitation- a scoping review.,exclude,exclude,exclude,True,1.0,exclude
,AGK8CVHH,Virtual 3D tooth creation for personized haptic simulation training in access cavity preparation.,unsure,unsure,unsure,True,1.0,unsure
,HXCMADLS,Use of Individually Designed CAD/CAM Suprastructures for Dental Reconstruction in Patients with Cleft Lip and Palate.,unsure,unsure,unsure,True,1.0,unsure
,AXW63VZF,Quantitative salivary gland SPECT/CT using deep convolutional neural networks.,exclude,exclude,exclude,True,1.0,exclude
,W9HL9DUR,Hydrophilic Polymer-Modified Poly(ε-caprolactone)/Hydroxyapatite Three-dimensional-Printed Scaffolds with Enhanced Hydrophilicity and  Biodegradability for Regenerative Endodontic Applications.,unsure,unsure,unsure,True,1.0,unsure
,BBZVVUEG,Stress distribution and axial force under different filing parameters during root canal preparation: An in vitro FEA and experimental study.,include,include,include,True,1.0,include
,GD75MEAT,Use and performance of artificial intelligence applications in the diagnosis of chronic apical periodontitis based on cone beam computed tomography imaging.,unsure,unsure,unsure,True,1.0,unsure
,JXPNURLI,New Approach to Dental Morphometric Research Based on 3D Imaging Techniques.,unsure,unsure,unsure,True,1.0,unsure
,R32WAMDT,Rat Tongue Kinematics with Markerless XROMM Using DeepLabCut and Marker Masking.,exclude,exclude,exclude,True,1.0,exclude
,X6AN57YI,Mandibular Flexure and Crestal Bone Stress Distribution on an Implant-Supported Fixed Full Arch Mandibular Prosthesis: Finite Element Analysis in Three  Dimensions.,include,include,include,True,1.0,include
,Y85SAQ5F,Potential applicability of virtual reality in implant dentistry: a narrative review.,exclude,exclude,exclude,True,1.0,exclude
,CC4C93VB,Evaluation of the Marginal Fit of Computer-Aided Design (CAD) and Computer-Aided Manufacturing (CAM) Zirconia Bridges Fabricated With Different Firing Cycles of  Veneering Porcelain: An In Vitro Study.,unsure,unsure,unsure,True,1.0,unsure
,7FKTYDG8,Objective and Subjective Comparisons of Split Thickness Skin Graft and Full Thickness Skin Graft for Radial Forearm Flap Donor Sites Using a New Measuring  Method.,exclude,exclude,exclude,True,1.0,exclude
,UN7U4BJ8,A depth-resolved quantitative evaluation method for non-carious cervical lesions treatment with optical coherence tomography.,unsure,unsure,unsure,True,1.0,unsure
,U5BR4J6Y,"Virtual Articulator Software: Accuracy, Usability, and Clinical Applicability: A Systematic Review.",exclude,exclude,exclude,True,1.0,exclude
,6KRL8HF5,Influence of Implant Dimensions in the Resorbed and Bone Augmented Mandible: A Finite Element Study.,unsure,unsure,unsure,True,1.0,unsure
,EJE3LUQJ,Tablet-based Augmented reality and 3D printed templates in fully guided Microtia Reconstruction: a clinical workflow.,unsure,unsure,unsure,True,1.0,unsure
,UYNICMWQ,Accuracy of implant placement with a combined use of static and dynamic computer-assisted implant surgery in single tooth space: A randomized controlled  trial.,unsure,unsure,unsure,True,1.0,unsure
,LUDVB4UY,Three-Dimensional Comparison of the Maxillary Surfaces through ICP-Type Algorithm: Accuracy Evaluation of CAD/CAM Technologies in Orthognathic Surgery.,include,include,include,True,1.0,include
,4X2TJXXU,Efficient complete denture metal base design via a dental feature-driven segmentation network.,unsure,unsure,unsure,True,1.0,unsure
,SISAMUSA,Comparison of 3D Accuracy of Conventional Cast Metal to Milled Zirconia Implant-Supported Full-Arch Fixed Dental Prosthesis Frameworks.,unsure,unsure,unsure,True,1.0,unsure
,4RXVW5LA,Automatic Real-Time Space Registration Application for Simulating Dental and Maxillofacial Surgery.,unsure,unsure,unsure,True,1.0,unsure
,LQCXZNNJ,"Concurrent computed tomography-based evaluation of nasal morphology, airway volume, and skeletal changes following craniofacial distraction osteogenesis: A  pilot retrospective case series.",unsure,unsure,unsure,True,1.0,unsure
,LT8NWYEJ,"Mechanical and functional validation of a perfused, robot-assisted partial nephrectomy simulation platform using a combination of 3D printing and hydrogel  casting.",exclude,exclude,exclude,True,1.0,exclude
,KVLBJQPE,Efficacy of Metal Artifact Reduction Algorithm of Cone-Beam Computed Tomography for Detection of Fenestration and Dehiscence around Dental Implants.,exclude,exclude,exclude,True,1.0,exclude
,JYU5QBGN,An In Vitro Analysis of Implant Site Preparation and Placement Protocols on Implant Accuracy in Robot-Assisted Procedures.,unsure,unsure,unsure,True,1.0,unsure
,VTPCDERE,A Novel Solution of Using Mixed Reality in Bowel and Oral and Maxillofacial Surgical Telepresence: 3D Mean Value Cloning algorithm.,unsure,exclude,exclude,False,0.6666666666666666,exclude
,TR23898V,"Geometric assessment of imaging methods for complete denture form: Comparisons among cone-beam computed tomography, desktop dental scanning, and handheld  optical scanning.",unsure,unsure,unsure,True,1.0,unsure
,KC7UPHLF,Automated Remodelling of Connectors in Fixed Partial Dentures.,include,include,include,True,1.0,include
,LIQ8K4QS,"Advances in Digital Restorative Dentistry: Evaluation of Clinical Outcome Parameters of CAD/CAM and 3D-Printed Inlays, Onlays, and Veneers-Scoping Review.",exclude,exclude,exclude,True,1.0,exclude
,QX8DEXZK,Development of an experimental model for assessment of palatal tissue decomposition by intraoral scanner.,unsure,unsure,unsure,True,1.0,unsure
,NR8ARZHM,The Accuracy of Computer-Assisted Surgical Planning in Predicting Soft Tissue Responses After Le Fort I Osteotomy: Retrospective Analysis.,exclude,exclude,unsure,False,0.6666666666666666,exclude
,WY9YT5C5,Predicting site-specific alveolar bone remodeling in class III decompensation: a preliminary study based on a data-driven RBF framework.,unsure,unsure,unsure,True,1.0,unsure
,VXPM8E6R,Patient-specific gingival recession system based on periodontal disease prediction.,unsure,unsure,unsure,True,1.0,unsure
,BG353LUQ,Effect of distal cantilever and anterior implant diameter on framework and cortical bone stress in a PEEK-based All-on-Four mandibular prosthesis.,unsure,unsure,unsure,True,1.0,unsure
,6VNYBPW6,Role of 3D Printing in Post-op Rehabilitation of Palatal Bone Loss by Mucormycosis: A Survey.,unsure,unsure,unsure,True,1.0,unsure
,WY7HU9GF,CAD-CAM for removable partial denture fabrication after marginal mandibulectomy based on a well-adjusted pre-existing denture.,unsure,unsure,unsure,True,1.0,unsure
,UI48XFYD,A comparative analysis of soft tissue volumetric alterations utilizing root mean square and positive and negative average calculations through two software.,include,include,include,True,1.0,include
,A2PX5EWK,Electrical impedance myography method of measuring anisotropic tongue tissue.,exclude,exclude,exclude,True,1.0,exclude
,W29E6BQZ,Fit and retention of complete denture bases: Part II - conventional impressions versus digital scans: A clinical controlled crossover study.,unsure,unsure,unsure,True,1.0,unsure
,TMHVPQB7,MultiDentNet: a unified deep learning framework for multi-class dental condition screening and preliminary oral lesion triage.,unsure,unsure,unsure,True,1.0,unsure
,X4PPGN63,Accuracy of dental implant placement with or without the use of a dynamic navigation assisted system: A randomized clinical trial.,unsure,unsure,unsure,True,1.0,unsure
,GHGXCYB3,Assessing the accuracy of artificial intelligence in mandibular canal segmentation compared to semi-automatic segmentation on cone-beam computed  tomography images.,include,include,include,True,1.0,include
,UVGSTG9C,Detecting Mandible Fractures in CBCT Scans Using a 3-Stage Neural Network.,unsure,unsure,unsure,True,1.0,unsure
,FIL9LNEE,Stackable Guides: Digital Workflows for Full Arch Dental Implant Rehabilitation.,unsure,unsure,unsure,True,1.0,unsure
,QLFQNT95,A semi-automated assessment tool for craniofacial landmarks in CBCT: InVivo7 software.,unsure,unsure,unsure,True,1.0,unsure
,5AXZYGE8,A Scoping Review on the Accuracy of Fit of Removable Partial Dentures in a Developing Digital Context.,exclude,exclude,exclude,True,1.0,exclude
,D4M6PMD4,Comparison of the accuracy of implant position for two-implants supported fixed dental prosthesis using static and dynamic computer-assisted implant surgery: A  randomized controlled clinical trial.,unsure,unsure,unsure,True,1.0,unsure
,7N3PLZDT,Comparative accuracy of active and passive dynamic navigation systems in dental implant surgery: A retrospective study.,unsure,unsure,unsure,True,1.0,unsure
,V32JAIQC,Guided Full Mouth Implant Rehabilitation in Atrophic Alveolar Ridges Using TTPHIL ALL TILT? Protocol: A Case Report With Three Years Follow-Up.,unsure,unsure,unsure,True,1.0,unsure
,U7L2XRZD,Deep Learning Based on Swin-Transformer and 3D U-Net: Implant Three-Dimensional Position Planning.,unsure,unsure,unsure,True,1.0,unsure
,WQWEWB78,Three-dimensional mandibular motion trajectory-tracking system based on BP neural network.,unsure,unsure,unsure,True,1.0,unsure
