_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
evaluation of a novel drilling approach for dynamic navigation aided endodontic microsurgery a surgical simulation comparison study,Evaluation of a Novel Drilling Approach for Dynamic Navigation-Aided Endodontic Microsurgery: A Surgical Simulation Comparison Study.,Journal of endodontics,journalArticle,DCY89A88,Qin 等 - 2024 - Evaluation of a Novel Drilling Approach for Dynamic Navigation-Aided Endodontic Microsurgery A Surg.pdf,EXCLUDE,"证据片段中唯一具名软件为""GPower software""（用于样本量计算）及牙科专用导航软件""DHC-ENDO1""，未见该研究自身使用任何具名第三方非牙科3D软件进行3D数据处理、分析、建模或测量。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中唯一具名软件为""GPower software""（用于样本量计算）及牙科专用导航软件""DHC-ENDO1""，未见该研究自身使用任何具名第三方非牙科3D软件进行3D数据处理、分析、建模或测量。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
deep learning enabled 3d multimodal fusion of cone beam ct and intraoral mesh scans for clinically applicable tooth bone reconstruction,Deep learning-enabled 3D multimodal fusion of cone-beam CT and intraoral mesh scans for clinically applicable tooth-bone reconstruction.,"Patterns (New York, N.Y.)",journalArticle,KZUDTGT4,Liu 等 - 2023 - Deep learning-enabled 3D multimodal fusion of cone-beam CT and intraoral mesh scans for clinically a.pdf,EXCLUDE,"证据片段仅描述该研究提出自研的 ""Deep Dental Multimodal Fusion (DDMF)"" 框架，属于自研算法/深度学习模型，未提及使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅描述该研究提出自研的 ""Deep Dental Multimodal Fusion (DDMF)"" 框架，属于自研算法/深度学习模型，未提及使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
innovative endodontic management of pulp canal obliteration in mandibular incisors using a static navigation system a case report,Innovative Endodontic Management of Pulp Canal Obliteration in Mandibular Incisors Using a Static Navigation System: A Case Report.,Clinical case reports,journalArticle,ECNDVG7C,MahjourianQomi 等 - 2024 - Innovative Endodontic Management of Pulp Canal Obliteration in Mandibular Incisors Using a Static Na.pdf,EXCLUDE,"证据片段显示该研究使用的是牙科专用软件""Dental System v2017; 3Shape, Copenhagen, Denmark""进行图像处理与导板设计，未使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段显示该研究使用的是牙科专用软件""Dental System v2017; 3Shape, Copenhagen, Denmark""进行图像处理与导板设计，未使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
integrating local and global attention mechanisms for enhanced oral cancer detection and explainability,Integrating local and global attention mechanisms for enhanced oral cancer detection and explainability.,Computers in biology and medicine,journalArticle,ZF2YLA3S,Shah 等 - 2025 - Integrating local and global attention mechanisms for enhanced oral cancer detection and explainabil.pdf,EXCLUDE,"该研究仅提出并使用自研的 U-Net 架构 OCANet（""OCANet, a U-Net-based architecture""），证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅提出并使用自研的 U-Net 架构 OCANet（""OCANet, a U-Net-based architecture""），证据片段中未出现任何该研究自己使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
biomechanical considerations in rpd design application and perspective of finite element method in distal extension removable partial denture rehabilitation,Biomechanical considerations in RPD design: application and perspective of finite element method in distal extension removable partial denture rehabilitation.,Frontiers in dental medicine,journalArticle,REDS4QVI,Zhu 等 - 2025 - Biomechanical considerations in RPD design application and perspective of finite element method in.pdf,EXCLUDE,"该文献为综述（""This review synthesizes FEA-based insights...""），且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件，仅泛泛提及 FEA、CAD/CAM、AI。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为综述（""This review synthesizes FEA-based insights...""），且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件，仅泛泛提及 FEA、CAD/CAM、AI。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
numerical inverse design of patient specific dental implants accelerating fea based optimization via evolutionary neural surrogates,Numerical Inverse Design of Patient-Specific Dental Implants: Accelerating FEA-Based Optimization via Evolutionary Neural Surrogates.,International journal for numerical methods in biomedical engineering,journalArticle,NLYE5CIG,Prados‐Privado - 2026 - Numerical Inverse Design of Patient‐Specific Dental Implants Accelerating span style=font-variant.pdf,EXCLUDE,"证据片段仅显示该研究使用自建的多层感知机（MLP）神经网络代理模型与差分进化算法（""train a multilayer perceptron (MLP) regressor""、""differential evolution (DE) strategy""），未提及任何具名的第三方非牙科3D软件被该研究自身使用。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅显示该研究使用自建的多层感知机（MLP）神经网络代理模型与差分进化算法（""train a multilayer perceptron (MLP) regressor""、""differential evolution (DE) strategy""），未提及任何具名的第三方非牙科3D软件被该研究自身使用。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
the effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners,The effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners.,Journal of dentistry,journalArticle,IHRQELW2,Revilla-León 等 - 2023 - The effect of different tooth preparation finishing procedures and immediate dentin sealing on the s.pdf,INCLUDE,"该研究自身在材料与方法中使用工程软件 Geomagic Control X 进行扫描文件对齐与偏差分析，原文为 ""the control file was aligned with each experimental scan using the best-fit algorithm and an engineering program (Geomagic Control X)""。",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用工程软件 Geomagic Control X 进行扫描文件对齐与偏差分析，原文为 ""the control file was aligned with each experimental scan using the best-fit algorithm and an engineering program (Geomagic Control X)""。
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
impact of artifact reduction on dimensional accuracy of sealing materials for furcal perforations in cbct,Impact of artifact reduction on dimensional accuracy of sealing materials for furcal perforations in CBCT.,Brazilian oral research,journalArticle,SHZJNWAH,Borges 等 - 2025 - Impact of artifact reduction on dimensional accuracy of sealing materials for furcal perforations in.pdf,EXCLUDE,"该研究仅使用牙科专用软件 e-Vol DX（""measured using DICOM files and the e-Vol DX software measurement tool""），未使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用牙科专用软件 e-Vol DX（""measured using DICOM files and the e-Vol DX software measurement tool""），未使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
the geometric relationship between root length and root surface area determined from digital tooth models,The geometric relationship between root length and root surface area determined from digital tooth models.,Computers in biology and medicine,journalArticle,F5DKTHEG,Wei Chan 等 - 2025 - The geometric relationship between root length and root surface area determined from digital tooth m.pdf,INCLUDE,"该研究自身在材料与方法中使用 Meshmixer 进行三维牙根分割，原文为""Utilising Meshmixer Version 3.3 (Autodesk, 2022), the roots of each three-dimensional tooth model were separated from the crowns""。",Meshmixer,Orthodontics,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Meshmixer 进行三维牙根分割，原文为""Utilising Meshmixer Version 3.3 (Autodesk, 2022), the roots of each three-dimensional tooth model were separated from the crowns""。
【软件】: Meshmixer
【专科】: Orthodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
clinical oriented 3d visualization and quantitative analysis of gingival thickness using convolutional neural networks and cbct,Clinical-oriented 3D visualization and quantitative analysis of gingival thickness using convolutional neural networks and CBCT.,Frontiers in dental medicine,journalArticle,L54V6DLZ,Yang 等 - 2025 - Clinical-oriented 3D visualization and quantitative analysis of gingival thickness using convolution.pdf,EXCLUDE,"证据片段显示该研究使用""DeepLabV3+ architecture""和自研的""3D visualization algorithm""进行分割与三维重建，属于自研算法/代码，未使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段显示该研究使用""DeepLabV3+ architecture""和自研的""3D visualization algorithm""进行分割与三维重建，属于自研算法/代码，未使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
automated micro ct quantification of clear aligner fit a pilot comparison of manufacturing processes,Automated micro-CT quantification of clear aligner fit: a pilot comparison of manufacturing processes.,BMC oral health,journalArticle,LH8UPF46,Liu 等 - 2026 - Automated micro-CT quantification of clear aligner fit a pilot comparison of manufacturing processe.pdf,EXCLUDE,"该研究仅使用自研算法（""An automated flood-fill algorithm was developed in Python""），未使用任何具名的第三方非牙科3D软件；其余软件（TRIOS 3、3Shape）为牙科专用软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研算法（""An automated flood-fill algorithm was developed in Python""），未使用任何具名的第三方非牙科3D软件；其余软件（TRIOS 3、3Shape）为牙科专用软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
effect of framework material and gyroid lattice design on the biomechanics of all on four full arch prostheses,Effect of framework material and gyroid lattice design on the biomechanics of all-on-four full-arch prostheses.,BMC oral health,journalArticle,9D6677BV,Yiğit 等 - 2026 - Effect of framework material and gyroid lattice design on the biomechanics of all-on-four full-arch.pdf,EXCLUDE,"抽取的证据片段仅泛泛提及 FEA 方法（""FEA is the most widely used, providing a non-destructive computational approach""），未出现任何该研究自身使用的具名第三方非牙科3D软件（如 ANSYS、ABAQUS、Mimics 等）。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 抽取的证据片段仅泛泛提及 FEA 方法（""FEA is the most widely used, providing a non-destructive computational approach""），未出现任何该研究自身使用的具名第三方非牙科3D软件（如 ANSYS、ABAQUS、Mimics 等）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
