样本,编号,Key,Title,流程记录原因,证据等级,PDF,命中非牙科软件,命中牙科专用软件,全文长度,证据片段,摘要
A_排除抽样,116,BRDTGEI3,Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using different voxel sizes,未使用非牙科专用3D软件,全文,Mukhia 等 - 2021 - Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using di.pdf,Geomagic Qualify；3D Slicer；Geomagic；Slicer,Romexis；Planmeca,35051,"3D Slicer ::  the 0.2-mm and 0.4-mm voxel protocols. Image data were saved as Digital Imaging and Communications in Medicine (DICOM) ﬁles by using the export function of the cor- responding software (Planmeca Romexis Viewer). To engender a virtual 3D model, the CBCT DICOM ﬁles were converted into STL ﬁles using 3D Slicer 4.8.1 software (https://www.slicer.org), which contains the 3D surface geometry of an object (Figure 2). Thus, both the reference standard model and the 20 CBCT scans obtained with 0.2-mm and 0.4-mm voxel sizes were stored in the STL ﬁle format so that software- based superimposition and comparison || Geomagic Qualify :: 9 pre- deﬁned points were consistent in the 20 STL data ﬁles of the CBCT scans obtained with 0.2-mm and 0.4-mm voxel sizes. The sum of deviations in the x, y, and z axes was cal- culated in millimeters for every measurement point. The different stages of",Objectives. To compare the geometric accuracy and measurement reliability of 3-dimensional (3D) reconstructed models of the mandible created from cone beam computed tomography (CBCT) images obtained with 0.2-mm and 0.4-mm voxel sizes with the reference standard model and compare the accuracy of the CBCT-based models to each other. Study design. The reference standard 3D model of a dry human mandible was obtained using a white light scanner. The mandible was scanned with CBCT 10 times at each voxel size. The models created from the CBCT data were compared with the reference standard by using a point-based rigid registration algorithm where the distance differences between the superimposed CBCT models and the reference standard model were recorded. The measurements derived from the 2 CBCT-based scans were also compared. Results. Mean deviations from the reference standard for 0.2-mm and 0.
A_排除抽样,117,TMHVPQB7,MultiDentNet: a unified deep learning framework for multi-class dental condition screening and preliminary oral lesion triage.,文献类型不符（综述/社论/会议摘要等）,摘要,,,,0,,
A_排除抽样,118,TUE7JTLY,Inferior Alveolar Canal Automatic Detection with Deep Learning CNNs on CBCTs: Development of a Novel Model and Release of Open-Source Dataset and Algorithm,未使用非牙科专用3D软件,全文,Di Bartolomeo 等 - 2023 - Inferior Alveolar Canal Automatic Detection with Deep Learning CNNs on CBCTs Development of a Novel.pdf,,,68412,,"Featured Application Convolutional neural networks can accurately identify the Inferior Alveolar Canal, rapidly generating precise 3D data. The datasets and source code used in this paper are publicly available, allowing the reproducibility of the experiments performed. Introduction: The need of accurate three-dimensional data of anatomical structures is increasing in the surgical field. The development of convolutional neural networks (CNNs) has been helping to fill this gap by trying to provide efficient tools to clinicians. Nonetheless, the lack of a fully accessible datasets and open-source algorithms is slowing the improvements in this field. In this paper, we focus on the fully automatic segmentation of the Inferior Alveolar Canal (IAC), which is of immense interest in the dental and maxillo-facial surgeries. Conventionally, only a bidimensional annotation of the IAC is used in com"
A_排除抽样,119,BV6NW2AU,Efficient high cone-angle artifact reduction in circular cone-beam CT using deep learning with geometry-aware dimension reduction,不属于口腔医学范畴,摘要,,,,0,,
A_排除抽样,120,BDPNEU69,Fast Sparsity-Based 3D Near-Field MIMO Imaging Using b-SAGA with a Batch Size Selection Strategy,不属于口腔医学范畴,摘要,,,,0,,
A_排除抽样,121,FF2WQENL,Deep Fusion Feature Extraction for Caries Detection on Dental Panoramic Radiographs,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,122,3BAYRGI4,Deep absolute phase recovery from single- frequency phase map for handheld 3D measurement,不属于口腔医学范畴,全文,Bai 等 - 2022 - Deep absolute phase recovery from single- frequency phase map for handheld 3D measurement.pdf,,,62718,,"Fringe projection profilometry is an effective technique for handheld three-dimensional shape measurement because of its high resolution and accuracy. However, it is hard to precisely achieve rapid measurement for complex scenarios using traditional fringe analysis methods without additional patterns or camera(s). Recovering the absolute phase from single-frequency fringe patterns of complex scenarios is challenging and still not well-addressed. This paper proposed a learning-based approach to address the unwrapping of one single-frequency phase map. A fully convolutional neural network is introduced to learn the mapping from wrapped phase to fringe-order without additional images under the constraint of the boundary fringe-order. This network is designed as a lightweight one and can operate in real-time for high-resolution phase maps. Experiments on a real large-scale dataset demonstrat"
A_排除抽样,123,NEP6N6G8,Automated diagnosis and classification of skeletal malocclusion using artificial intelligence on 2D facial photographs: A multi-modal deep learning approach,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,124,QNNIKAKV,The Patterning Cascade Model and Human Mandibular Premolar Variation,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,125,S3GKM64S,"B-onic Suite: An Integrated Platform for Personalized Medical Devices, Real-Time Surgical Planning, and Enhanced Intraoperative Navigation.",文献类型不符（综述/社论/会议摘要等）,摘要,,,,0,,
A_排除抽样,126,A2IQLI82,Biomechanical evaluation of prosthetic framework materials in subperiosteal implants: a finite element analysis,未使用非牙科专用3D软件,全文,Demir和Caglar - 2025 - Biomechanical evaluation of prosthetic framework materials in subperiosteal implants a finite eleme.pdf,SolidWorks；SpaceClaim；Mimics；ANSYS,Planmeca,61027,"ANSYS :: e force at a 30° angle in the palatal- to-buccal direction. These forces were applied bilaterally  and simultaneously to mimic functional loading condi­ tions (Fig. 6). Finite element analysis and stress evaluation Three-dimensional anatomical models used in the pres­ ent study were generated using ANSYS SpaceClaim soft­ ware (ANSYS, Pennsylvania, USA) and converted into  solid models suitable for finite element analysis. These  solid models were then imported into ANSYS 2023 R1  Workbench software (ANSYS, Pennsylvania, USA),  where optimized mesh generation was performed and  finite element model  || Mimics :: solution  ensured sufficient anatomical accuracy for preserving  clinically relevant structures, including the alveolar crest,  nasal floor, and maxillary sinus boundaries, which are  critical for subperiosteal implant design [40]. The  obtained CBCT images were converted","BackgroundThis finite element analysis was performed to evaluate the stress distribution and biomechanical performance of various prosthetic framework materials supported by subperiosteal implants. This study aimed to evaluate the biomechanical behavior of framework materials with different elastic modulus using finite element stress analysis.MethodsA three-dimensional finite element model of a completely edentulous maxilla was reconstructed using computed tomography data of a patient. A subperiosteal implant was designed with four different framework materials: cobalt-chrome (CoCr), titanium (Ti), zirconia (Zr), and polyetheretherketone (PEEK). To generate five distinct prosthetic designs, the Ti framework was veneered with both porcelain and acrylic resin, while CoCr and Zr were veneered with porcelain, and PEEK was veneered with composite resin. A vertical force of 100 N at an anterio"
A_排除抽样,127,ARDP77U5,Automated cortical thickness measurement of the mandibular condyle head on CBCT images using a deep learning method,未使用非牙科专用3D软件,摘要,,,,0,,
A_排除抽样,128,MUGR4YEY,Realistic 3D Human Avatar Creation for Metaverse,不属于口腔医学范畴,全文,Paing 等 - 2025 - Realistic 3D Human Avatar Creation for Metaverse.pdf,Blender,,29028,"Blender :: econstruction is to map a two- dimensional (2D) image into three-dimensional (3D) space [2]. However, this work utilizes the result of the reconstruction of a 3D human face from a single 2D image, using the (PRNet) [1] and attaching it to the human head and body in a widely adopted 3D software tool Blender for the deployment in the Metaverse applications. The Metaverse offers diverse applications, enabling users to explore digitalized virtual environments such as classrooms, office spaces, buildings, and temples [5]–[10]. We have ob- served the virtual environments, human and animal characters in the","This paper presents a complete process of creating lifelike 3D avatar from a single image for the Metaverse. Firstly, we adopt the Position map Regression Network algorithm (PR-Net) [1], which is a deep learning based CNN model to reconstruct 3D faces in .obj format, composed of a .obj file, .mtl file and .png file from a human image. Due to the highly detailed reconstructed 3D face model, i.e., large number of vertices (43,866) produced by the PRNet which is not directly applicable to Metaverse applications, retopology of the model is required. Therefore, the 3D face model is manually retopologized to reduce the number of vertices down to 239 and obtained the optimized 3D face mesh. Subsequently, the pre-built head model is merged with 3D face mesh to achieve a complete human head. Thenceforth, we performed the texture alignment through UV mapping for the accuracy of texture mapping. We"
