序号,文献标题,摘要（前100字符）,处理时间,model_returned,response_id,latency_s,分类结果,分类理由,软件使用情况,应用领域,应用场景
58,Treatment of Progressive Hemifacial Atrophy by Cartilage Graft and Free Adipofascial Flap Combined with Three-Dimensional Planning.,BACKGROUND: Progressive hemifacial atrophy (PHA) is a rare disease characterized by progressive atro,2026-09-10 20:43:05,deepseek-flash,aae94255-f5db-4529-b899-9adb58313200,1.09,unsure,该文献属于口腔颌面外科范畴，摘要提及使用了三维规划与打印技术，但未明确说明所使用的具体3D软件是否为非牙科专用软件，信息不足，需全文复核确认。,无,无,无
59,In-House 3D Printed Positioning and Cutting Guide System for Mandibular Reconstruction. Protocol and case report.,Maxillofacial surgery planning has been improved by technological advances in 3D printing. The use o,2026-09-10 20:43:05,deepseek-flash,af998ad0-37f2-4b72-bac7-b33d80b5b323,1.18,include,该文献为病例报告/技术说明，属于口腔颌面外科范畴，明确使用了非牙科专用3D软件（Brainlab iPlan、Autodesk Meshmixer）进行下颌骨重建的手术规划与导板设计，符合纳入标准。,Brainlab iPlan（用于CT数据分割与三维手术规划）；Autodesk Meshmixer（用于叠加扫描模型、设计定制化混合切割导板）,口腔颌面外科（下颌骨重建）,下颌骨重建手术中的定位与切割导板的设计与制作
62,Evaluation of a Novel Drilling Approach for Dynamic Navigation-Aided Endodontic Microsurgery: A Surgical Simulation Comparison Study.,INTRODUCTION: This study investigated the feasibility of a novel drilling approach that integrates a,2026-09-10 20:43:05,deepseek-flash,f8e756b0-562b-4243-a86a-1dfe6f550028,1.23,unsure,该文献属于牙体牙髓（根尖显微手术）领域，使用3D打印颌骨模型进行手术模拟研究，但摘要未提及是否使用了非牙科专用3D软件（如用于导航规划、模型处理或数据分析的通用软件），信息不足无法明确判断。,无,无,无
61,DUCU: a conceptual framework for AI-driven conversion of smile design to functional wax-up.,"With the rapid evolution of esthetic digital dentistry, patient-centered tools were developed, such ",2026-09-10 20:43:05,deepseek-flash,7e911198-2e54-44ee-8a2f-a73139a78a4a,1.32,exclude,该文献为概念性框架/理论阐述文章，未报告原创研究、技术说明或病例报告，且未明确使用任何非牙科专用3D软件。,无,无,无
65,Accuracy and safety of a haptic operated and machine vision controlled collaborative robot for dental implant placement: A translational study.,OBJECTIVES: Multiple generations of medical robots have revolutionized surgery. Their application to,2026-09-10 20:43:05,deepseek-flash,1399cc4f-2014-45c1-ace5-cf7e2ec76553,0.74,unsure,该文献属于口腔种植领域的原创临床研究，符合人群与文献类型要求，但摘要未提及是否使用了非牙科专用3D软件（如机器人导航/影像处理软件），无法明确判断，需进入全文复核。,无,无,无
63,Using 3D Printing and Mirror Image Modeling in Orbital Floor Reconstruction.,Three-dimensional (3D) modeling and printing technologies are increasingly utilized as tools to assi,2026-09-10 20:43:06,deepseek-flash,fa7361e7-633f-44d3-afd6-77204dc1f860,1.33,include,该文献属于口腔颌面外科范畴的病例报告，明确使用了开源软件进行镜像建模和3D打印，符合纳入标准。,开源软件（未具名），用于处理影像并进行镜像图像建模以重建眶底,口腔颌面外科（眶底重建）,利用镜像建模和3D打印制作患者特异性模型，术中塑形可吸收植入物
70,Biomechanical considerations in RPD design: application and perspective of finite element method in distal extension removable partial denture rehabilitation.,Removable partial dentures (RPDs) remain a widely used and cost-effective solution for patients with,2026-09-10 20:43:06,deepseek-flash,66fc8c48-acd0-466f-baa9-f1e31abbf569,0.55,exclude,"摘要明确表明该文献为综述（review），不符合纳入标准中""同行评审的原创研究论文、技术说明、病例报告""的文献类型要求。",无,无,无
66,Application of artifact suppression algorithm of post-processing CBCT software in root canal filling materials.,OBJECTIVES: Cone beam computed tomography (CBCT) is an imaging exam used increasingly in various fie,2026-09-10 20:43:06,deepseek-flash,69d60f0c-90b7-432c-8c63-ac8a34c2edcd,1.24,unsure,该文献属于口腔医学（牙体牙髓/影像）范畴，涉及CBCT软件中的伪影抑制算法，但摘要未明确说明所用软件（e-Vol DX）是否为非牙科专用3D软件，信息不足，无法明确判断。,无,无,无
67,A computational modeling method for root canal endoscopy using a specific CBCT filter: A new era in the metaverse of endodontics begins.,"A contemporary technological revolution has started a new era in the metaverse of Endodontics, a wor",2026-09-10 20:43:06,deepseek-flash,fb0960c7-e3c4-4c23-b7bb-c3e39323fcb5,1.23,unsure,该文献属于牙体牙髓领域，涉及3D建模与CBCT数据处理，但摘要仅提及使用e-Vol DX CBCT软件及其专用滤器，未明确说明是否使用了非牙科专用3D软件，信息不足以判断是否符合Concept标准。,无,无,无
64,Deep learning-enabled 3D multimodal fusion of cone-beam CT and intraoral mesh scans for clinically applicable tooth-bone reconstruction.,High-fidelity three-dimensional (3D) models of tooth-bone structures are valuable for virtual dental,2026-09-10 20:43:06,deepseek-flash,7337f584-6628-4c1a-99cf-24be91e29c9d,1.65,unsure,该文献属于口腔医学（正畸/影像）范畴，涉及CBCT与口内扫描的3D多模态融合重建，但摘要未明确说明是否使用了非牙科专用3D软件（如3D Slicer、Mimics等），无法据此排除，需全文复核确认。,无,无,无
68,Three-dimensional evaluation of condylar morphology after orthodontic treatment in adult patients with Class II malocclusion by cone-beam computed tomography.,BACKGROUND: The aim of this study was to evaluate the condylar morphological changes after orthodont,2026-09-10 20:43:06,deepseek-flash,267c4bd6-7398-43ef-86ba-078776833e84,1.49,include,该研究属于口腔正畸领域，明确使用了非牙科专用3D软件Mimics 17.0进行髁突三维重建与形态测量，符合纳入标准。,Mimics 17.0（医学影像三维重建与测量软件），用于重建髁突三维模型并测量髁突高度、面积、体积及骨密度等参数。,口腔正畸学,评估成人II类错𬌗畸形正畸治疗前后髁突形态的三维变化
69,Innovative Endodontic Management of Pulp Canal Obliteration in Mandibular Incisors Using a Static Navigation System: A Case Report.,The present case report aims to describe the successful management of pulp canal obliteration (PCO) ,2026-09-10 20:43:06,deepseek-flash,0eda5e81-c44e-4f05-96bf-6a75a04c0920,1.39,unsure,"该文献属于口腔医学（牙体牙髓）范畴，为病例报告，符合文献类型与年份要求；摘要提及使用""image processing software""进行数据处理和3D打印导板设计，但未明确说明是否为非牙科专用3D软件，信息不足无法判断。",无,无,无
71,Impact of artifact reduction on dimensional accuracy of sealing materials for furcal perforations in CBCT.,This study aimed to evaluate the impact of the blooming artifact reduction (BAR) algorithm on the me,2026-09-10 20:43:07,deepseek-flash,c90355c4-71ef-4c13-9ecc-aee46b8c87c6,1.66,unsure,该研究属于口腔医学（牙体牙髓/根尖穿孔修复）范畴，但摘要仅提及使用e-Vol DX软件（牙科专用CBCT测量软件），未明确是否使用了非牙科专用3D软件，信息不足无法判断。,无,无,无
72,Effects of the cone-beam computed tomography protocol on the accuracy and image quality of root surface area measurements: An in vitro study.,PURPOSE: The objective of this study was to evaluate and compare the accuracy and image quality of r,2026-09-10 20:43:07,deepseek-flash,70f39212-e960-4453-98d9-251ddb02dd1a,1.26,unsure,该研究属于口腔医学（牙体牙髓/放射）范畴，涉及3D模型构建与图像处理软件测量，但摘要未明确说明所用软件是否为非牙科专用3D软件，无法据此排除或确认。,无,无,无
73,Artificial intelligence guided occlusion reconstruction in nonoccluding CBCT: A validation study.,STATEMENT OF PROBLEM: Cone beam computed tomography (CBCT) scans acquired with interocclusal separat,2026-09-10 20:43:07,deepseek-flash,ebb6d42d-3941-430d-9218-021f2a552e5b,1.3,unsure,"该研究属于口腔医学（修复/种植/影像）范畴，为2020年后的原创研究，但摘要仅提及""AI-driven platform""和CBCT/IOS数据处理，未明确说明是否使用了非牙科专用3D软件，无法据此排除或确认。",无,无,无
76,A novel approach for the replacement of accuracy and precision measurements with the visual instrument agreement scale (VIAS) in evaluating the performance of four intraoral scanners and one shade measurement device.,OBJECTIVES: The terms 'accuracy' and 'precision' are tightly defined in color science but are often ,2026-09-10 20:43:07,deepseek-flash,1a9d0ce9-1be0-42c2-b272-59750dbae10c,1.06,unsure,该研究属于口腔医学（牙科色彩测量）范畴，但摘要未提及是否使用了非牙科专用3D软件，无法明确判断是否符合Concept标准，需进入全文复核。,无,无,无
74,Application of a virtual and mixed reality-navigation system using commercially available devices to the lateral temporal bone resection.,BACKGROUND: Lateral temporal bone resection (LTBR) is performed for stage T1-2 external ear malignan,2026-09-10 20:43:07,deepseek-flash,3224e83d-d744-4267-b87e-fd7f0fe9c45d,1.38,include,该研究属于口腔颌面外科（颞骨外侧切除术）范畴，明确使用了非牙科专用3D软件3D Slicer进行建模，并符合原创研究与年份要求。,3D Slicer（用于创建VR模型）；HoloLens（用于术中全息显示导航）,口腔颌面外科（颞骨外侧切除术）,术前虚拟现实手术模拟与术中混合现实导航
78,Integrating local and global attention mechanisms for enhanced oral cancer detection and explainability.,BACKGROUND AND OBJECTIVE: Early detection of Oral Squamous Cell Carcinoma (OSCC) improves survival r,2026-09-10 20:43:07,deepseek-flash,320cfd91-3e31-4b4b-9e23-25e326b92ce9,0.96,exclude,该文献为深度学习图像分割算法研究，摘要未提及使用任何非牙科专用3D软件，且其内容为口腔癌组织病理学图像分析，不涉及3D数据处理、建模或口腔临床3D应用。,无,无,无
75,The effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners.,PURPOSE: To measure the effect of different tooth preparation finishing procedures (super-coarse gri,2026-09-10 20:43:08,deepseek-flash,ede45d9a-597e-4546-a1fc-68d3257130e4,1.74,include,该研究属于口腔修复学领域，摘要明确提及使用工程软件Geomagic Control X进行扫描数据的对齐与偏差分析，符合非牙科专用3D软件的使用标准，且为原创研究。,Geomagic Control X（逆向工程/工程分析软件），用于对齐对照文件与实验扫描文件并计算RMS误差以评估扫描精度。,口腔修复学（牙体预备与口内扫描精度）。,评估不同牙体预备完成方式和即刻牙本质封闭对4种口内扫描仪扫描精度（真实度和精密度）的影响。
79,Evaluation of CBCT reconstructed tooth models at different thresholds and voxels and their accuracy in fusion with IOS data: an in vitro validation study.,BACKGROUND: This study aims to evaluate the impact of different thresholds and voxel sizes on the ac,2026-09-10 20:43:08,deepseek-flash,e62c62b4-82df-4e25-84ed-7a5db940ba1e,0.87,unsure,该研究属于口腔医学（牙体/影像）范畴，涉及CBCT重建与IOS融合的3D数据处理，但摘要未明确说明所使用的软件是否为非牙科专用3D软件，无法据此排除或确认。,无,无,无
77,"Comparative evaluation to study the effect of implant support on complete fixed dental prosthesis fabricated with peek framework when implants placed in all-on-4 and all-on-6 situation, by strain gauge analysis and finite element analysis - An in vitro study.",AIM: To evaluate and compare the strain development and distribution of maxillary implant-supported ,2026-09-10 20:43:08,deepseek-flash,34605c8c-1c5d-4a46-97e0-6d316f3c232e,1.68,unsure,该研究属于口腔种植修复领域，涉及有限元分析（FEA）和3D建模（.stl格式转换、3D打印），但摘要未明确说明所使用的具体软件名称，无法判断是否使用了非牙科专用3D软件（如ANSYS、ABAQUS、Mimics等常用于FEA的软件），需进入全文复核确认。,无,无,无
80,The geometric relationship between root length and root surface area determined from digital tooth models.,AIM: This study investigated the correlation between root length (RL) and root surface area (RSA) in,2026-09-10 20:43:08,deepseek-flash,998bb466-34b7-4c3a-a8cf-1afa7d89c869,1.18,unsure,该研究属于口腔医学（牙体/牙周相关）范畴，涉及3D牙齿模型的分割与几何分析，但摘要未明确说明所使用的3D软件是否为非牙科专用软件（仅提及商业来源的3D模型和Python算法），无法据此排除或确认符合Concept标准。,无,无,无
