file,match_idx,score,matched,_idx,Title_clean,Key,AI分类,在最终613,是否最终613
American Journal of Biological Anthropology - 2022 - Röding - Mugharet el Aliya  Affinities of an enigmatic north African.pdf,1887.0,95.23809523809523,True,1887.0,Mugharet el'Aliya: Affinities of an enigmatic north African Aterian maxillary fragment,4UEZB8TK,exclude,False,False
Amoozadeh 等 - 2025 - Biophotonic (nano)structures from fundamentals to emerging applications.pdf,1928.0,100.0,True,1928.0,Biophotonic (nano)structures: from fundamentals to emerging applications,8PZN48A5,exclude,False,False
Amrin Luna 等 - 2024 - Assessment of temperature effects on photopolymer resin dental prosthetics fabricated by stereolitho.pdf,982.0,100.0,True,982.0,Assessment of temperature effects on photopolymer resin dental prosthetics fabricated by stereolithography using optical coherence tomography,PCL6JTNN,exclude,False,False
Anchling 等 - 2023 - Automated Orientation and Registration of Cone-Beam Computed Tomography Scans..pdf,11.0,100.0,True,11.0,Automated Orientation and Registration of Cone-Beam Computed Tomography Scans.,MQGENIRJ,include,True,True
Andrade 等 - 2024 - Biomechanical effects of different materials for an occlusal device on implant‐supported rehabilitat.pdf,1958.0,100.0,True,1958.0,Biomechanical effects of different materials for an occlusal device on implant-supported rehabilitation in a tooth clenching situation. A 3D finite element analysis,R3L4M4DQ,include,True,True
Andreeva 等 - 2023 - Machine learning and topological data analysis identify unique features of human papillae in 3D scan.pdf,1648.0,100.0,True,1648.0,Machine learning and topological data analysis identify unique features of human papillae in 3D scans,ML8NKDKC,exclude,True,True
Andrews 等 - 2023 - Validation of three-dimensional facial imaging captured with smartphone-based photogrammetry applica.pdf,1209.0,100.0,True,1209.0,Validation of three-dimensional facial imaging captured with smartphone-based photogrammetry application in comparison to stereophotogrammetry system,2N5V8KH4,include,True,True
Anes 等 - 2023 - Evaluation of the Retentive Forces from Removable Partial Denture Clasps Manufactured by the Digital.pdf,1210.0,100.0,True,1210.0,Evaluation of the Retentive Forces from Removable Partial Denture Clasps Manufactured by the Digital Method,TZGXEUSU,exclude,False,False
Anitua 等 - 2026 - Three-dimensional finite element analysis of full-arch implant-supported dental restorations comple.pdf,1599.0,100.0,True,1599.0,Three-dimensional finite element analysis of full-arch implant-supported dental restorations: complete vs. segmented frameworks,RLHZZQIF,include,False,False
"Annereau 等 - 2026 - A risk-based, QTPP-driven framework for semi-solid extrusion 3d printing of personalized medicines.pdf",2237.0,100.0,True,2237.0,"A risk-based, QTPP-driven framework for semi-solid extrusion 3d printing of personalized medicines: Integrating hospital compounding and clinical trial regulation",Q64BF4TA,exclude,False,False
Antonov 等 - 2022 - Application of Barophoresis in Chronic Generalized Periodontitis a Mathematical Substantiation.pdf,498.0,100.0,True,498.0,Application of Barophoresis in Chronic Generalized Periodontitis: a Mathematical Substantiation.,CEEZPM88,include,True,True
Aoki 等 - 2020 - Relationship between medial meniscus extrusion and cartilage measurements in the knee by fully autom.pdf,1207.0,100.0,True,1207.0,Relationship between medial meniscus extrusion and cartilage measurements in the knee by fully automatic three-dimensional MRI analysis,V8QWI6T2,exclude,False,False
app11030973.pdf.pdf,,0.0,False,,,,,False,False
app11052005.pdf.pdf,,0.0,False,,,,,False,False
app11125617.pdf.pdf,,0.0,False,,,,,False,False
app11136033.pdf.pdf,,0.0,False,,,,,False,False
Aradya 等 - 2025 - Artificial intelligence for maxillofacial prosthodontics A technological shift in craniofacial reha.pdf,210.0,100.0,True,210.0,Artificial intelligence for maxillofacial prosthodontics: A technological shift in craniofacial rehabilitation- a scoping review.,LPNTLF6K,exclude,False,False
Aragón-Niño 等 - 2024 - Interdisciplinary innovative approach to an aggressive ossifying fibroma case Integrating 3D surger.pdf,118.0,100.0,True,118.0,Interdisciplinary innovative approach to an aggressive ossifying fibroma case: Integrating 3D surgery and customized reconstruction in maxillofacial and dental care.,IRINA65L,unsure,True,True
Arcuri 等 - 2025 - Complete arch digital implant scan accuracy with screw-retained or snap-on scan bodies A comparativ.pdf,1315.0,100.0,True,1315.0,Complete arch digital implant scan accuracy with screw-retained or snap-on scan bodies: A comparative in vitro study,E7QLY3AY,exclude,True,True
Arima 等 - 2026 - Volume Change of Masticatory Muscles by Skeletal Class III Orthognathic Surgery with and Without Fac.pdf,784.0,100.0,True,784.0,Volume Change of Masticatory Muscles by Skeletal Class III Orthognathic Surgery with and Without Facial Asymmetry: A Cross-Sectional and Longitudinal Study,SDFXVAB9,unsure,False,False
Aristotle 等 - 2022 - Dimensional Accuracy of Medical Models of the Skull Produced by Three-Dimensional Printing Technolog.pdf,704.0,100.0,True,704.0,Dimensional accuracy of medical models of the skull produced by three-dimensional printing technology by advanced morphometric analysis,YMSMMVTX,include,True,True
Armijo 等 - 2023 - In-fiber Bragg sensor measurements assess fluid effects on strain in the periodontal space of an ex-.pdf,1277.0,100.0,True,1277.0,In-fiber Bragg sensor measurements assess fluid effects on strain in the periodontal space of an ex-vivo swine incisor complex under mechanical loading,BIUPRBSD,exclude,False,False
Arnold 等 - 2024 - Dimensional Accuracy of Different Three-Dimensional Printing Models as a Function of Varying the Pri.pdf,833.0,100.0,True,833.0,Dimensional Accuracy of Different Three-Dimensional Printing Models as a Function of Varying the Printing Parameters,BDYVLJ3U,include,True,True
Arshad 等 - 2023 - Additively custom-made 3D-printed subperiosteal implants for the rehabilitation of the severely atro.pdf,418.0,100.0,True,418.0,Additively custom-made 3D-printed subperiosteal implants for the rehabilitation of the severely atrophic maxilla (a case report).,ZMBXPSMH,unsure,False,False
Arunjaroensuk 等 - 2024 - Implant position accuracy using dynamic computer-assisted implant surgery (CAIS) combined with augme.pdf,1097.0,100.0,True,1097.0,Implant position accuracy using dynamic computer-assisted implant surgery (CAIS) combined with augmented reality: A randomized controlled clinical trial,G8SSCC6I,exclude,False,False
Arı 等 - 2026 - Evaluation of an AI-based segmentation model for mandibular fracture segmentation on CBCT using volu.pdf,51.0,100.0,True,51.0,Evaluation of an AI-based segmentation model for mandibular fracture segmentation on CBCT using volumetric and 2D slice-based validation approaches.,SUK2X4DR,exclude,False,False
Arısan和Taner - 2026 - Three-Dimensional Accuracy of Digitally Planned Orthodontic Tooth Movement in a Fully Customized Sel.pdf,772.0,100.0,True,772.0,Three-Dimensional Accuracy of Digitally Planned Orthodontic Tooth Movement in a Fully Customized Self-Ligating Lingual System,G9J5IXKK,include,True,True
Asaf Shely 等 - 2024 - The Impact of Open versus Closed Computer-Aided DesignComputer-Aided Manufacturing Systems on the M.pdf,2080.0,100.0,True,2080.0,The Impact of Open versus Closed Computer-Aided Design/Computer-Aided Manufacturing Systems on the Marginal Gap of Zirconia-Reinforced Lithium Silicate Single Crowns Evaluated by Scanning Electron Microscopy: A Comparative In Vitro Study,MWC6EET8,exclude,False,False
Asar 等 - 2025 - Next-Generation Oral Delivery Systems Phytosomal Hinokitiol Tablets via REGEMAT 3D Bioprinter-Based.pdf,534.0,100.0,True,534.0,Next-Generation Oral Delivery Systems: Phytosomal Hinokitiol Tablets via REGEMAT 3D Bioprinter-Based 3D Printing for Enhanced Bioavailability.,SPCXVCQA,exclude,False,False
ase.2133.pdf.pdf,,0.0,False,,,,,False,False
Ashi - 2026 - From Clinic to Community An Interpretable Artificial Intelligence Framework for Enamel Caries Detec.pdf,384.0,100.0,True,384.0,From Clinic to Community: An Interpretable Artificial Intelligence Framework for Enamel Caries Detection to Support Public Health Dentistry.,MEP5889Y,exclude,False,False
Asif 等 - 2024 - CFI-Net A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagn.pdf,2522.0,100.0,True,2522.0,CFI-Net: A Choquet Fuzzy Integral Based Ensemble Network With PSO-Optimized Fuzzy Measures for Diagnosing Multiple Skin Diseases Including Mpox,KT26QVLT,exclude,False,False
Asif 等 - 2025 - SFI-ensemble Sugeno fuzzy integral-based ensemble of CNN models with meta-heuristic fuzzy measures.pdf,910.0,100.0,True,910.0,SFI-ensemble: Sugeno fuzzy integral-based ensemble of CNN models with meta-heuristic fuzzy measures for mouth and oral disease detection,P2QVBDUM,exclude,False,False
Asif 等 - 2026 - FHD-HybridNet A fuzzy hellinger distance-guided hybrid deep learning framework for robust multiclas.pdf,1316.0,100.0,True,1316.0,FHD-HybridNet: A fuzzy hellinger distance-guided hybrid deep learning framework for robust multiclass brain tumor classification,2DHJ2WE8,exclude,False,False
Assiri 等 - 2026 - Artificial intelligence performance in maxillary canine impaction a systematic review.pdf,1297.0,100.0,True,1297.0,Artificial intelligence performance in maxillary canine impaction: a systematic review,J59JBZ9K,exclude,False,False
Assoratgoon 等 - 2025 - Three-dimensional in vivo and finite element analyses of peri-implant bone remodeling after superstr.pdf,1667.0,100.0,True,1667.0,Three-dimensional in vivo and finite element analyses of peri-implant bone remodeling after superstructure placement,DQD774W7,include,True,True
Attia 等 - 2022 - Effect of different surface treatments on the bond strength of milled polyetheretherketone posts.pdf,1302.0,100.0,True,1302.0,Effect of different surface treatments on the bond strength of milled polyetheretherketone posts,8CQXSRJC,exclude,False,False
Attia 等 - 2023 - Micro-CT analysis of marginal and internal fit of milled and pressed polyetheretherketone single cro.pdf,1026.0,100.0,True,1026.0,Micro-CT analysis of marginal and internal fit of milled and pressed polyetheretherketone single crowns,SV83KBN8,exclude,True,True
Ausiello 等 - 2021 - The role of cortical zone level and prosthetic platform angle in dental implant mechanical response.pdf,1769.0,100.0,True,1769.0,The role of cortical zone level and prosthetic platform angle in dental implant mechanical response: A 3D finite element analysis,3GB9RL4W,include,True,True
Aveic 等 - 2024 - Three-dimensional in vitro model of bone metastases of neuroblastoma as a tool for pharmacological e.pdf,502.0,100.0,True,502.0,Three-dimensional in vitro model of bone metastases of neuroblastoma as a tool for pharmacological evaluations.,LXMJULLQ,exclude,False,False
Avolese 等 - 2025 - Effect of print orientation of 3D-printed aligner templates on the volumetric accuracy of transferre.pdf,2221.0,100.0,True,2221.0,Effect of print orientation of 3D-printed aligner templates on the volumetric accuracy of transferred composite attachments: an in vitro study,R6YFN9SG,include,False,False
Awad 等 - 2022 - Accuracy of Three-Dimensional Soft-Tissue Prediction Considering the Facial Aesthetic Units Using a.pdf,1763.0,100.0,True,1763.0,Accuracy of Three-Dimensional Soft-Tissue Prediction Considering the Facial Aesthetic Units Using a Virtual Planning System in Orthognathic Surgery,36T3IZ5W,include,True,True
Awad 等 - 2025 - Role of three-dimensional computed tomography with humeral subtraction in assessing anteromedial fac.pdf,611.0,100.0,True,611.0,Role of three-dimensional computed tomography with humeral subtraction in assessing anteromedial facet coronoid fractures.,XB4GLBKZ,exclude,False,False
Awari 等 - 2024 - Three‐dimensional dental image segmentation and classification using deep learning with tunicate swa.pdf,715.0,100.0,True,715.0,Three-dimensional dental image segmentation and classification using deep learning with tunicate swarm algorithm,RSZLELIR,exclude,False,False
Aydin 等 - 2025 - Osteogenic Potential of 3D-Printed Porous Poly(lactide-co-trimethylene carbonate) Scaffolds Coated w.pdf,1515.0,100.0,True,1515.0,Osteogenic Potential of 3D-Printed Porous Poly(lactide-co-trimethylene carbonate) Scaffolds Coated with Mg-Doped Hydroxyapatite,33Z49IEH,exclude,False,False
Ayvalıoğlu 等 - 2021 - Investigation of Conventional vs Nonoriginal CADCAM Bars with Production Stage Differences An In V.pdf,2156.0,100.0,True,2156.0,Investigation of Conventional vs Nonoriginal CAD/CAM Bars with Production Stage Differences: An In Vitro Precision Study Using a Novel Technique,42EI79XL,include,False,False
Azad Dhingra 等 - 2022 - Comparing 3D Tooth Movement When Implementing the Same Virtual Setup on Different Software Packages.pdf,1372.0,100.0,True,1372.0,Comparing 3D Tooth Movement When Implementing the Same Virtual Setup on Different Software Packages,6Z8WC5MR,include,True,True
Azevedo 等 - 2024 - Effect of splinting scan bodies on the trueness of complete arch digital implant scans with 5 differ.pdf,575.0,100.0,True,575.0,Effect of splinting scan bodies on the trueness of complete arch digital implant scans with 5 different intraoral scanners.,Q7HRL8QA,exclude,True,True
Azimi 等 - 2026 - Evaluation of differentiation of the umbilical cord blood-derived mesenchymal stem cells into male g.pdf,2147.0,100.0,True,2147.0,Evaluation of differentiation of the umbilical cord blood-derived mesenchymal stem cells into male germ-line cells in two-dimensional and three-dimensional scaffolds containing naringin,D578TBEP,exclude,False,False
Azpiazu-Flores 等 - 2024 - Accelerated denture base festooning using a free 3D modeling computer program A dental technique..pdf,991.0,100.0,True,991.0,Accelerated denture base festooning using a free 3D modeling computer program: A dental technique,SA3TBA8Z,unsure,True,True
Azpiazu-Flores 等 - 2026 - Trueness of the apical and middle root portion segments of 3D-printed removable die and alveolar cas.pdf,1278.0,100.0,True,1278.0,Trueness of the apical and middle root portion segments of 3D-printed removable die and alveolar cast designs manufactured using stereolithographic 3D printing,PGF7LT48,exclude,False,False
