record_id,Key,Title,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used,Application Scenario,Region,ai_original_label,decision,decision_reason,_n,decision_2,decision_2_reason,ID,ai_majority_label,_year,_month,Half,_spec,_scen,_soft,Half2,_soft2,Software Used (fixed),decision_3,decision_3_reason,study_type,Archetype,_nt,_source
36,IHRNZSRA,Optimum design of reference points distribution in three-dimensional reconstruction of dental model in intercuspal position,10.1186/s12903-021-01919-z,BMC Oral Health,journalArticle,2021/11,2021,Prosthodontics,SolidWorks;Geomagic Studio,Image Segmentation and 3D Reconstruction / Digital Design and Manufacturing,CHN,include,保留,未发现纳排问题,optimumdesignofreferencepointsdistributioninthreedimensionalreconstructionofdentalmodelinintercuspalposition,保留,,10.1186/s12903-021-01919-z,include,2021,11.0,2021-H2,['Prosthodontics'],"['Image Segmentation and 3D Reconstruction', 'Digital Design and Manufacturing']","['SolidWorks', 'Geomagic Studio']",2021-H2,"['SolidWorks', 'Geomagic Studio']",SolidWorks;Geomagic Studio,保留,,in_vitro,4,optimum design of reference points distribution in three dimensional reconstruction of dental model in intercuspal position,原始筛查
37,FIBFTP9V,Use of open-source software and photogrammetry in the fabrication of 3D-printed custom trays for edentulous patients: A technical guide,10.1111/jopr.70035,BMC Oral Health,journalArticle,2025/09,2025,Prosthodontics,Meshroom;Meshmixer,Digital Design and Manufacturing,BRA,include,保留,未发现纳排问题,useofopensourcesoftwareandphotogrammetryinthefabricationof3dprintedcustomtraysforedentulouspatientsatechnicalguide,保留,,10.1111/jopr.70035,include,2025,9.0,2025-H2,['Prosthodontics'],['Digital Design and Manufacturing'],"['Meshroom', 'Meshmixer']",2025-H2,"['Meshroom', 'Meshmixer']",Meshroom;Meshmixer,保留,,technical_note,4,use of open source software and photogrammetry in the fabrication of 3d printed custom trays for edentulous patients a technical guide,原始筛查
38,HIZDAWBD,Convolutional neural network for automated tooth segmentation on intraoral scans,10.1186/s12903-024-04582-2,BMC Oral Health,journalArticle,2024/07,2024,Orthodontics;Prosthodontics;Oral and Maxillofacial Surgery,3-Matic,Image Segmentation and 3D Reconstruction,BEL,exclude,保留,未发现纳排问题,convolutionalneuralnetworkforautomatedtoothsegmentationonintraoralscans,保留,,10.1186/s12903-024-04582-2,unsure,2024,7.0,2024-H2,"['Orthodontics', 'Prosthodontics', 'Oral and Maxillofacial Surgery']",['Image Segmentation and 3D Reconstruction'],['3-Matic'],2024-H2,['3-Matic'],3-Matic,保留,,computational,1,convolutional neural network for automated tooth segmentation on intraoral scans,原始筛查
39,CXWGAQ8R,Comparison the accuracy of a novel implant robot surgery and dynamic navigation system in dental implant surgery: an in vitro pilot study,10.1186/s12903-023-02873-8,BMC Oral Health,journalArticle,2023/03,2023,Oral Implantology,3D Slicer,3D Data Analysis and Accuracy Assessment,CHN,include,保留,未发现纳排问题,comparisontheaccuracyofanovelimplantrobotsurgeryanddynamicnavigationsystemindentalimplantsurgeryaninvitropilotstudy,保留,,10.1186/s12903-023-02873-8,include,2023,3.0,2023-H1,['Oral Implantology'],['3D Data Analysis and Accuracy Assessment'],['3D Slicer'],2023-H1,['3D Slicer'],3D Slicer,保留,,in_vitro,2,comparison the accuracy of a novel implant robot surgery and dynamic navigation system in dental implant surgery an in vitro pilot study,原始筛查
40,HVIZBRYA,Morphological changes of the root apex in anterior teeth with periapical periodontitis: an in-vivo study,10.1186/s12903-022-02062-z,BMC Oral Health,journalArticle,2022/02,2022,Endodontics,3D Slicer,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,CHN,include,保留,未发现纳排问题,morphologicalchangesoftherootapexinanteriorteethwithperiapicalperiodontitisaninvivostudy,保留,,10.1186/s12903-022-02062-z,include,2022,2.0,2022-H1,['Endodontics'],"['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['3D Slicer'],2022-H1,['3D Slicer'],3D Slicer,保留,,clinical,1,morphological changes of the root apex in anterior teeth with periapical periodontitis an in vivo study,原始筛查
41,8N2YELVJ,Digital measurement method for comparing the absolute marginal discrepancy of three-unit ceramic fixed dental prostheses fabricated using conventional and digital technologies,10.1186/s12903-023-03620-9,BMC Oral Health,journalArticle,2023/11,2023,Prosthodontics,Siemens NX (UG);Geomagic Studio,3D Data Analysis and Accuracy Assessment,CHN,include,保留,未发现纳排问题,digitalmeasurementmethodforcomparingtheabsolutemarginaldiscrepancyofthreeunitceramicfixeddentalprosthesesfabricatedusingconventionalanddigitaltechnologies,保留,,10.1186/s12903-023-03620-9,include,2023,11.0,2023-H2,['Prosthodontics'],['3D Data Analysis and Accuracy Assessment'],"['Siemens NX (UG)', 'Geomagic Studio']",2023-H2,"['Siemens NX (UG)', 'Geomagic Studio']",Siemens NX (UG);Geomagic Studio,保留,,in_vitro,2,digital measurement method for comparing the absolute marginal discrepancy of three unit ceramic fixed dental prostheses fabricated using conventional and digital technologies,原始筛查
42,586DI265,Two step approach for detecting and segmenting the second mesiobuccal canal of maxillary first molars on cone beam computed tomography (CBCT) images via artificial intelligence,10.1186/s12903-025-06796-4,BMC Oral Health,journalArticle,2025/09,2025,Oral and Maxillofacial Radiology;Endodontics,3D Slicer,Image Segmentation and 3D Reconstruction,EGY,include,保留,未发现纳排问题,twostepapproachfordetectingandsegmentingthesecondmesiobuccalcanalofmaxillaryfirstmolarsonconebeamcomputedtomographycbctimagesviaartificialintelligence,保留,,10.1186/s12903-025-06796-4,include,2025,9.0,2025-H2,"['Oral and Maxillofacial Radiology', 'Endodontics']",['Image Segmentation and 3D Reconstruction'],['3D Slicer'],2025-H2,['3D Slicer'],3D Slicer,保留,,computational,1,two step approach for detecting and segmenting the second mesiobuccal canal of maxillary first molars on cone beam computed tomography cbct images via artificial intelligence,原始筛查
43,6DDWSR52,CBCT-Based 3D Assessment of Maxillary Sinus and Pharyngeal Airway in Unilateral Cleft Lip and Palate,10.1186/s12903-026-08174-0,BMC Oral Health,journalArticle,2026/04,2026,Oral and Maxillofacial Radiology;Oral and Maxillofacial Surgery;Orthodontics,ITK-SNAP,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,TUR,include,保留,未发现纳排问题,cbctbased3dassessmentofmaxillarysinusandpharyngealairwayinunilateralcleftlipandpalate,保留,,10.1186/s12903-026-08174-0,include,2026,4.0,2026-H1,"['Oral and Maxillofacial Radiology', 'Oral and Maxillofacial Surgery', 'Orthodontics']","['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['ITK-SNAP'],2026-H1,['ITK-SNAP'],ITK-SNAP,保留,,clinical,1,cbct based 3d assessment of maxillary sinus and pharyngeal airway in unilateral cleft lip and palate,原始筛查
44,E6VT69AR,The effect of ultrasonic tip working length on fluid dynamics in the root canal during the irrigation procedure: a computational fluid dynamics study,10.1186/s12903-025-05620-3,BMC Oral Health,journalArticle,2025/02,2025,Endodontics,Mimics;SolidWorks;ABAQUS;Geomagic Wrap,Surgical Planning and Precise Implementation,CHN,include,保留,未发现纳排问题,theeffectofultrasonictipworkinglengthonfluiddynamicsintherootcanalduringtheirrigationprocedureacomputationalfluiddynamicsstudy,保留,,10.1186/s12903-025-05620-3,include,2025,2.0,2025-H1,['Endodontics'],['Surgical Planning and Precise Implementation'],"['Mimics', 'SolidWorks', 'ABAQUS', 'Geomagic Wrap']",2025-H1,"['Mimics', 'SolidWorks', 'ABAQUS', 'Geomagic Wrap']",Mimics;SolidWorks;ABAQUS;Geomagic Wrap,保留,,computational,1,the effect of ultrasonic tip working length on fluid dynamics in the root canal during the irrigation procedure a computational fluid dynamics study,原始筛查
45,CCQTZ6RH,Association between diabetes and pulp stone prevalence and morphological characteristics: a CBCT-based retrospective study,10.1186/s12903-026-07808-7,BMC Oral Health,journalArticle,2026/02,2026,Endodontics;Oral and Maxillofacial Radiology,Mimics,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,CHN,include,保留,未发现纳排问题,associationbetweendiabetesandpulpstoneprevalenceandmorphologicalcharacteristicsacbctbasedretrospectivestudy,保留,,10.1186/s12903-026-07808-7,include,2026,2.0,2026-H1,"['Endodontics', 'Oral and Maxillofacial Radiology']","['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['Mimics'],2026-H1,['Mimics'],Mimics,保留,,clinical,1,association between diabetes and pulp stone prevalence and morphological characteristics a cbct based retrospective study,原始筛查
46,ST9LNB5B,"Biomechanical effects of digitally constructed titanium, modified polyetheretherketone, and polyetherketoneketone subperiosteal implants on atrophied maxilla: a finite element analysis",10.1186/s12903-025-06426-z,BMC Oral Health,journalArticle,2025/07,2025,Oral and Maxillofacial Radiology,3-Matic;SolidWorks;ANSYS,Surgical Planning and Precise Implementation / Biomechanical Analysis and Simulation,EGY,include,保留,未发现纳排问题,biomechanicaleffectsofdigitallyconstructedtitaniummodifiedpolyetheretherketoneandpolyetherketoneketonesubperiostealimplantsonatrophiedmaxillaafiniteelementanalysis,保留,,10.1186/s12903-025-06426-z,include,2025,7.0,2025-H2,['Oral and Maxillofacial Radiology'],"['Surgical Planning and Precise Implementation', 'Biomechanical Analysis and Simulation']","['3-Matic', 'SolidWorks', 'ANSYS']",2025-H2,"['3-Matic', 'SolidWorks', 'ANSYS']",3-Matic;SolidWorks;ANSYS,保留,,computational,3,biomechanical effects of digitally constructed titanium modified polyetheretherketone and polyetherketoneketone subperiosteal implants on atrophied maxilla a finite element analysis,原始筛查
47,UUBTWEUW,Technical considerations of computer-aided planning in severe orbital trauma: A retrospective study,10.1016/j.jcms.2023.01.002,BMC Oral Health,journalArticle,2022/12,2022,Oral and Maxillofacial Surgery,Mimics,Surgical Planning and Precise Implementation / Image Segmentation and 3D Reconstruction,EGY,unsure,保留,未发现纳排问题,technicalconsiderationsofcomputeraidedplanninginsevereorbitaltraumaaretrospectivestudy,保留,,10.1016/j.jcms.2023.01.002,unsure,2022,12.0,2022-H2,['Oral and Maxillofacial Surgery'],"['Surgical Planning and Precise Implementation', 'Image Segmentation and 3D Reconstruction']",['Mimics'],2022-H2,['Mimics'],Mimics,保留,,clinical,1,technical considerations of computer aided planning in severe orbital trauma a retrospective study,原始筛查
48,HAHRMEEF,Three-dimensional finite element analysis of two-implant-supported locator overdenture in different reinforced denture base designs under four loading conditions,10.1186/s12903-025-07046-3,BMC Oral Health,journalArticle,2025/10,2025,Prosthodontics;Oral Implantology,SpaceClaim;ANSYS;Geomagic Wrap,Biomechanical Analysis and Simulation,CHN,include,保留,未发现纳排问题,threedimensionalfiniteelementanalysisoftwoimplantsupportedlocatoroverdentureindifferentreinforceddenturebasedesignsunderfourloadingconditions,保留,,10.1186/s12903-025-07046-3,unsure,2025,10.0,2025-H2,"['Prosthodontics', 'Oral Implantology']",['Biomechanical Analysis and Simulation'],"['SpaceClaim', 'ANSYS', 'Geomagic Wrap']",2025-H2,"['SpaceClaim', 'ANSYS', 'Geomagic Wrap']",SpaceClaim;ANSYS;Geomagic Wrap,保留,,computational,3,three dimensional finite element analysis of two implant supported locator overdenture in different reinforced denture base designs under four loading conditions,原始筛查
49,34MP4QBJ,Tooth rotational control with varying attachment configurations in clear aligners under compromised periodontal ligament support: a finite element study,10.1186/s12903-026-08200-1,BMC Oral Health,journalArticle,2026/04,2026,Orthodontics;Periodontics,Mimics;SolidWorks;ANSYS;Geomagic Studio,Biomechanical Analysis and Simulation,CHN,include,保留,未发现纳排问题,toothrotationalcontrolwithvaryingattachmentconfigurationsinclearalignersundercompromisedperiodontalligamentsupportafiniteelementstudy,保留,,10.1186/s12903-026-08200-1,include,2026,4.0,2026-H1,"['Orthodontics', 'Periodontics']",['Biomechanical Analysis and Simulation'],"['Mimics', 'SolidWorks', 'ANSYS', 'Geomagic Studio']",2026-H1,"['Mimics', 'SolidWorks', 'ANSYS', 'Geomagic Studio']",Mimics;SolidWorks;ANSYS;Geomagic Studio,保留,,computational,3,tooth rotational control with varying attachment configurations in clear aligners under compromised periodontal ligament support a finite element study,原始筛查
50,7IZQ956D,Machine learning in 3D auto-filling alveolar cleft of CT images to assess the influence of alveolar bone grafting on the development of maxilla,10.1186/s12903-023-02706-8,BMC Oral Health,journalArticle,2023/01,2023,Oral and Maxillofacial Surgery,3D Slicer,Image Segmentation and 3D Reconstruction / Morphological and Phenotypic Analysis,CHN,include,保留,未发现纳排问题,machinelearningin3dautofillingalveolarcleftofctimagestoassesstheinfluenceofalveolarbonegraftingonthedevelopmentofmaxilla,保留,,10.1186/s12903-023-02706-8,unsure,2023,1.0,2023-H1,['Oral and Maxillofacial Surgery'],"['Image Segmentation and 3D Reconstruction', 'Morphological and Phenotypic Analysis']",['3D Slicer'],2023-H1,['3D Slicer'],3D Slicer,保留,,clinical,1,machine learning in 3d auto filling alveolar cleft of ct images to assess the influence of alveolar bone grafting on the development of maxilla,原始筛查
51,UQD3PPU3,Comparative biomechanics of all-on-4 and vertical implant placement in asymmetrical mandibular: a finite element study,10.1186/s12903-024-04186-w,BMC Oral Health,journalArticle,2024/04,2024,Oral Implantology;Prosthodontics;Oral Biology,SolidWorks;ABAQUS;3-Matic;Geomagic Studio,Biomechanical Analysis and Simulation,CHN,include,保留,未发现纳排问题,comparativebiomechanicsofallon4andverticalimplantplacementinasymmetricalmandibularafiniteelementstudy,保留,,10.1186/s12903-024-04186-w,unsure,2024,4.0,2024-H1,"['Oral Implantology', 'Prosthodontics', 'Oral Biology']",['Biomechanical Analysis and Simulation'],"['SolidWorks', 'ABAQUS', '3-Matic', 'Geomagic Studio']",2024-H1,"['SolidWorks', 'ABAQUS', '3-Matic', 'Geomagic Studio']",SolidWorks;ABAQUS;3-Matic;Geomagic Studio,保留,,computational,3,comparative biomechanics of all on 4 and vertical implant placement in asymmetrical mandibular a finite element study,原始筛查
52,7HZ83PC7,Biomechanical comparison of various implant inclinations and abutment types in a bendable implant system,10.1186/s12903-025-06610-1,BMC Oral Health,journalArticle,2025/07,2025,Prosthodontics,3D Slicer;SpaceClaim,Digital Design and Manufacturing / Biomechanical Analysis and Simulation,TUR,include,保留,未发现纳排问题,biomechanicalcomparisonofvariousimplantinclinationsandabutmenttypesinabendableimplantsystem,保留,,10.1186/s12903-025-06610-1,unsure,2025,7.0,2025-H2,['Prosthodontics'],"['Digital Design and Manufacturing', 'Biomechanical Analysis and Simulation']","['3D Slicer', 'SpaceClaim']",2025-H2,"['3D Slicer', 'SpaceClaim']",3D Slicer;SpaceClaim,保留,,computational,3,biomechanical comparison of various implant inclinations and abutment types in a bendable implant system,原始筛查
53,FHF2C4Z8,Digital three-dimensional visualization of intrabony periodontal defects for regenerative surgical treatment planning,10.1186/s12903-020-01342-w,BMC Oral Health,journalArticle,2020/12,2020,Periodontics,3D Slicer;Meshmixer,Surgical Planning and Precise Implementation,HUN,include,保留,未发现纳排问题,digitalthreedimensionalvisualizationofintrabonyperiodontaldefectsforregenerativesurgicaltreatmentplanning,保留,,10.1186/s12903-020-01342-w,include,2020,12.0,2020-H2,['Periodontics'],['Surgical Planning and Precise Implementation'],"['3D Slicer', 'Meshmixer']",2020-H2,"['3D Slicer', 'Meshmixer']",3D Slicer;Meshmixer,保留,,clinical,1,digital three dimensional visualization of intrabony periodontal defects for regenerative surgical treatment planning,原始筛查
