Title,_nt,Key,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used (fixed),Application Scenario,Region,study_type,判定理由,国家来源
"Semi-automated three-dimensional analysis of maxillary anomalies in patients with Muenke syndrome, Saethre-Chotzen syndrome or TCF12-related craniosynostosis: A  retrospective study.",semi automated three dimensional analysis of maxillary anomalies in patients with muenke syndrome saethre chotzen syndrome or tcf12 related craniosynostosis a retrospective study,QJG6B55I,10.1016/j.jcms.2025.04.008,Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery,journalArticle,25-Aug,2025,Orthodontics,MATLAB,Morphological and Phenotypic Analysis,NLD,clinical,"The symmetry analysis of the maxilla was performed with the use of custom-made software created with MATLAB (MATLAB, 2023a; The Mathworks, Inc., Natick, Massachusetts, USA).",全文机构
pH-responsive polydopamine-coated mesoporous silica nanoplatform integrated into 3D-printed PLA/nHA scaffolds for synergistic bone regeneration,ph responsive polydopamine coated mesoporous silica nanoplatform integrated into 3d printed pla nha scaffolds for synergistic bone regeneration,5Q98LR84,10.36922/IJB026020016,INTERNATIONAL JOURNAL OF BIOPRINTING,journalArticle,2026,2026,Oral and Maxillofacial Surgery,Analyze,3D Data Analysis and Accuracy Assessment,CHN,in_vitro,"the reconstructed data were analyzed using Analyze software (14.0, AnalyzeDirect, USA) to quantify key osteogenic parameters, including bone volume (BV), TV, bone mineral density (BMD), and BV fraction (BV/TV)",全文机构
"TIP, TORQUE & ROTATIONS: How accurately do digital superimposition software packages quantify tooth movement?",tip torque rotations how accurately do digital superimposition software packages quantify tooth movement,7IYSLJJL,10.1186/s40510-022-00402-x,PROGRESS IN ORTHODONTICS,journalArticle,2022/3/14,2022,Orthodontics,Geomagic,3D Data Analysis and Accuracy Assessment,IND,computational,"""T1 and T2 models were imported as STL files to the tooth measuring software programs, for registration and 3D angular measurements. The three studied software packages were: 1. Semiautomatic best fit registration software (S-BF): Geomagic (Geomagic U.S., Research Triangle Park, NC) using landmark based method followed by regional global surface registration""",全文机构
Dimensional measurement accuracy of 3-dimensional models from cone beam computed tomography using different voxel sizes,dimensional measurement accuracy of 3 dimensional models from cone beam computed tomography using different voxel sizes,BRDTGEI3,10.1016/j.oooo.2021.05.009,ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY,journalArticle,21-Sep,2021,Oral and Maxillofacial Radiology,3D Slicer;Geomagic Qualify,3D Data Analysis and Accuracy Assessment,USA,in_vitro,"""the CBCT DICOM ﬁles were converted into STL ﬁles using 3D Slicer 4.8.1 software"" 及 ""CAD interactive Geomagic Qualify software (3D Systems, Rock Hill, SC, USA) was used for geometric transformation and data analysis. The reference standard 3D model STL data ﬁle was imported and selected as the reference""",全文机构
Digitally-driven optimization of intraoral water jet parameters for plaque removal: a personalized 3D-guided orthogonal study.,digitally driven optimization of intraoral water jet parameters for plaque removal a personalized 3d guided orthogonal study,BIJ37P6U,10.1186/s12903-026-08812-7,BMC oral health,journalArticle,2026/6/25,2026,Prosthodontics,Rhinoceros 7.0;Geomagic Wrap 2021,Digital Design and Manufacturing,CHN,clinical,"""design software (Rhinoceros 7.0, Robert McNeel & Associates, USA) and 3D analysis software (Geomagic Wrap 2021, 3D Systems, USA) for digital modeling and evaluation""；""In Rhinoceros 7.0, a guide was modeled to fit the occlusal morphology of the specific tooth""；""3D image analysis was performed using Geomagic Wrap 2021 software.""",全文机构
Wear at the implant-framework interface between titanium implant platform and the additively manufactured titanium and cobalt-chromium frameworks,wear at the implant framework interface between titanium implant platform and the additively manufactured titanium and cobalt chromium frameworks,4CWA53IE,10.1111/jopr.13652,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,24-Jan,2024,Prosthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,USA,in_vitro,"""The DICOM files obtained from the pre- and post-artificial aging CT evaluation were converted into STL by using a reverse engineering software program (GOM Inspect; Carl Zeiss Industrielle Messtechnik GmbH).""",Crossref
Complete 3D Kinematics Parameters of the Temporo-Mandibular Joints Using in Vivo Data Fusion,complete 3d kinematics parameters of the temporo mandibular joints using in vivo data fusion,27GSFABH,10.1016/j.irbm.2023.100804,IRBM,journalArticle,23-Dec,2023,Oral and Maxillofacial Surgery,Amira,Image Segmentation and 3D Reconstruction,BEL,clinical,"From the collected MRI datasets, three-dimensional (3D) bone models were reconstructed in Amira 4.0 [20] through a so-called segmentation procedure. All models were subsequently imported into the lhpFusionBox software",全文机构
A method based on 3D affine alignment for the quantification of palatal expansion,a method based on 3d affine alignment for the quantification of palatal expansion,F558I89A,10.1371/journal.pone.0278301,PLOS ONE,journalArticle,2022/12/30,2022,Orthodontics,MeshLab,3D Data Analysis and Accuracy Assessment,ITA,computational,"""The selected pairs of DM (M0 and M1) were then imported into an open-source system for processing and editing 3D triangular meshes MeshLab [14]."" 以及 ""We implemented our method as an extension of the open-source MeshLab [14] 3D processing system.""",全文机构
The cumulative effect of error in the digital workflow for complete-arch implant-supported frameworks: An in vitro study,the cumulative effect of error in the digital workflow for complete arch implant supported frameworks an in vitro study,8YNE4S72,10.1111/clr.13968,CLINICAL ORAL IMPLANTS RESEARCH,journalArticle,22-Sep,2022,Oral Implantology,Geomagic Control,3D Data Analysis and Accuracy Assessment,HKG,in_vitro,"The STL files of the original scans and the virtual bars were imported into an inspection software (Geomagic Control 2014, Geomagic,).",Crossref
Automatic multi-class classification of 3D relationships between the mandibular third molar and canal on cone-beam computed tomography using a geometry-aware network,automatic multi class classification of 3d relationships between the mandibular third molar and canal on cone beam computed tomography using a geometry aware network,9CQF4EX6,10.1093/dmfr/twag010,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,2026/3/31,2026,Oral and Maxillofacial Radiology,3D Slicer,3D Data Analysis and Accuracy Assessment,KOR,computational,"the 3D distance between the closest points of 3D surfaces of the MC and M3 root was directly measured in physical units (mm) through multiplanar visualizations using 3D Slicer (Version 4.10.2; MIT, Boston, MA)",全文机构
Fracture Resistance of Posterior Tooth-Supported Cantilever Fixed Dental Prostheses of Different Zirconia Generations and Framework Thicknesses: An In Vitro Study,fracture resistance of posterior tooth supported cantilever fixed dental prostheses of different zirconia generations and framework thicknesses an in vitro study,CR3SB4FK,10.3390/ma17010263,MATERIALS,journalArticle,24-Jan,2024,Prosthodontics,Geomagic DesignX,Digital Design and Manufacturing,DEU,in_vitro,"""the cusps of the pontic in the distal area were modified to be planar with an exact 30◦tilt with respect to the horizontal plane (Geomagic DesignX Build Ver. 2022.0: 3D Systems; Mörfelden-Walldorf, Germany), which enabled a standardized force application"" 及 ""A block-shaped mold with the negative shape of the occlusal cFDP geometry was planned in the CAD software (Geomagic DesignX Build Ver. 2022.0, 3D Systems).""",Crossref
The effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3D-printed dies,the effects of additive manufacturing technologies and finish line designs on the trueness and dimensional stability of 3d printed dies,K82RU7NF,10.1111/jopr.13588,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,23-Jul,2023,Prosthodontics,Blender;Geomagic Design X,3D Data Analysis and Accuracy Assessment,IND,in_vitro,"""the angle and distance measurements were veriﬁed again on the digitized ﬁles of prepared typodont teeth in a software program (Blender 3.1.2; Blender Foundation, Amsterdam, Netherlands)."" 以及 ""A surface matching software (Geomagic Design X; 3D Systems, Rock Hill, SC) was used to superimpose the sample ﬁles onto the corresponding original STL ﬁles with best-ﬁt alignment.""",Crossref
A Novel Guided Zygomatic and Pterygoid Implant Surgery System: A Human Cadaver Study on Accuracy.,a novel guided zygomatic and pterygoid implant surgery system a human cadaver study on accuracy,SXVNEQGA,10.3390/ijerph18116142,International journal of environmental research and public health,journalArticle,2021/6/7,2021,Oral and Maxillofacial Surgery,Mimics;3-matic,Image Segmentation and 3D Reconstruction,ITA,clinical,"The DICOM images of the post-operative CT were uploaded in a dedicated software (mimics Medical 19.0, Materialise Dental, Leuven, Belgium). Segmentation based on tissue density was carried out... their spatial coordinates (the center of the base and the apex) were registered by using a dedicated software (3-matic Medical 11.0, Materialise Dental, Leuven, Belgium)",Crossref
The effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners.,the effect of different tooth preparation finishing procedures and immediate dentin sealing on the scanning accuracy of different intraoral scanners,IHRQELW2,10.1016/j.jdent.2023.104431,Journal of dentistry,journalArticle,23-Mar,2023,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,USA,in_vitro,"The control files and experimental digital scans were imported into a reverse engineering software program (Geomagic, Control X; 3D Systems). For each subgroup, the control file (control subgroup) was aligned with each experimental scan using the best-fit algorithm.",全文机构
A Benchmark Dual-Modality Dental Imaging Dataset and a Novel Cognitively Inspired Pipeline for High-Resolution Dental Point Cloud Synthesis,a benchmark dual modality dental imaging dataset and a novel cognitively inspired pipeline for high resolution dental point cloud synthesis,SGT6ZTK7,10.1007/s12559-023-10161-4,COGNITIVE COMPUTATION,journalArticle,23-Nov,2023,Orthodontics,Mimics;MeshLab,Image Segmentation and 3D Reconstruction,CHN,computational,"""the gray value threshold of the CBCT image is adjusted based on Mimics software, and the dental model mask is drawn for reconstruction"" 以及 ""we selected five groups of dental crown image samples and used the MIMICS software to reconstruct the model"" 以及 ""The mesh surface reconstruction algorithm we use is the Ball-Pivoting Algorithm [47] in MeshLab 2020.12 [48]""",全文机构
