序号,Key,Title,优势,挑战,缺口,原始返回
316,3TZA3JYJ,Comparative Evaluation of the Wear Rate of Reinforced Glass Ionomer Cement and Bulk-Fill Composite Using 3D Scan in Extracted Teeth and Its Association With  Clinical Wear Rate in Class I and II Restorations: A Randomized Clinical Trial.,A9,C9,"G1,G3,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G3, G4"
354,MEJFWDKZ,Accuracy of Complete-Arch Scans Obtained by Intraoral Scanner and Smartphone Three-Dimensional Scanning Applications With Different Smartphone Position  Setups: An In Vitro Study.,A3,C4,G1,"【优势】: A3
【挑战】: C4
【缺口】: G1"
518,W692WAXG,Accuracy Assessment of Customized Titanium Plates Compared to 3D-Printed Splints in Le Fort I Osteotomy: A Randomized Clinical Trial Evaluating Clinical and  Radiographic Outcomes.,"A5,A6",C4,"G1,G3,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G3, G4"
747,EYH7C2TZ,Craniofacial Soft-Tissue Anthropomorphic Database with Magnetic Resonance Imaging and Unbiased Diffeomorphic Registration,"A2,A5,A6",C4,"G1,G2,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G2, G4"
424,ZZ85MX92,Effect of Different Cantilever Lengths in Polyether Ether Ketone Prosthetic Framework in All-on-Four Technique on Stress Distribution: A Three-Dimensional  (3D) Finite Element Analysis.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
16,7RLZP4A4,Proof-of-Concept Digital-Physical Workflow for Clear Aligner Manufacturing.,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
101,3EX7T8DA,"Automated Support Generation for Fixed Partial Dentures and Impact of Bone Loss, Bone Quality and Support Types: Parametric Cad and Finite Element Analysis.","A1,A5",C9,"G1,G2","【优势】: A1, A5
【挑战】: C9
【缺口】: G1, G2"
238,KC7UPHLF,Automated Remodelling of Connectors in Fixed Partial Dentures.,"A1,A5",C9,G1,"【优势】: A1, A5
【挑战】: C9
【缺口】: G1"
33,N4NBSSAU,Assessing the Volume of the Head of the Mandibular Condyle Using 3T-MRI-A Preliminary Trial.,"A2,A6",C4,"G1,G2","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G2"
595,LC2F3NZR,Digital Accuracy of Closed-Tray Implant Impressions: Influence of Polyvinyl Siloxane Viscosity and Subgingival Posterior Implant Angulation.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
623,HTUE3J8F,A Comparison of Full Arch Trueness and Precision of Nine Intra-Oral Digital Scanners and Four Lab Digital Scanners.,A6,C9,G4,"【优势】: A6
【挑战】: C9
【缺口】: G4"
39,CI6MMSH5,OpenMandible: An open-source framework for highly realistic numerical modelling of lower mandible physiology.,"A1,A3,A5","C1,C4","G1,G4","【优势】: A1, A3, A5
【挑战】: C1, C4
【缺口】: G1, G4"
1769,3GB9RL4W,The role of cortical zone level and prosthetic platform angle in dental implant mechanical response: A 3D finite element analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1323,23Y7ND62,Assessing the physical and mechanical properties of 3D printed acrylic material for denture base application,"A5,A6,A3",C9,G9,"【优势】: A5, A6, A3
【挑战】: C9
【缺口】: G9"
1931,AP4P8U75,Morphology and mechanical performance of dental crown designed by 3D-DCGAN,"A2,A5,A6",C9,"G1,G4","【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G1, G4"
2167,CJ5Q5P3J,Establishment of optimal variable elastic modulus distribution in the design of full-crown restorations by finite element analysis,"A1,A2,A5,A6",C4,"G1,G4","【优势】: A1, A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
2031,6GSLLXSS,Evaluation of the mechanical properties and fit of 3D-printed polyetheretherketone removable partial dentures,"A3,A5",C9,G1,"【优势】: A3, A5
【挑战】: C9
【缺口】: G1"
2209,MIIDKKPB,Trueness of stereolithography ZrO2 crowns with different build directions,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
487,KXVDKKYK,A new way of analyzing tooth movement using universal coordinate system geometry single point superposition in a 3D model.,"A1,A2,A6","C1,C4","G1,G4","【优势】: A1, A2, A6
【挑战】: C1, C4
【缺口】: G1, G4"
1330,HDYG8L7N,Unleashing the potency of multi-segmental DCIA flap in mandibular reconstruction with the aid of virtual surgery-A retrospective cohort study,A9,C5,G4,"【优势】: A9
【挑战】: C5
【缺口】: G4"
1991,Q986RNC6,Accuracy of metal 3D printed frameworks for removable partial dentures evaluated by digital superimposition,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
311,QFFZ2SWF,Finite element analysis of the effect of framework materials at the bone-implant interface in the all-on-four implant system.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1266,J78F7I8I,Differentiation of radicular cysts and radicular granulomas via texture analysis of multi-slice computed tomography images,"A2,A6",C4,"G1,G4","【优势】: A2, A6
【挑战】: C4
【缺口】: G1, G4"
856,E97IPCII,Accuracy of upper airway volume measurements using different software products: a comparative analysis,A9,C4,"G1,G3","【优势】: A9
【挑战】: C4
【缺口】: G1, G3"
767,MLA5PE8Y,"In Vitro Evaluation of Accuracy of CBCT-Derived Volumes in Maxillary Defects: Effects of kVp, Device, and Software","A3,A6",C9,G1,"【优势】: A3, A6
【挑战】: C9
【缺口】: G1"
303,P2RSUDHI,Machine learning assessment of dental age classification based on cone-beam CT images: a different approach.,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
2255,ZMBGXJTE,Artificial intelligence-based fully automatic 3D paranasal sinus segmentation,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
729,SYGM4R6E,Morphological variation of gubernacular tracts for permanent mandibular canines in eruption: a three-dimensional analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2241,YP5VIRNP,Automated tooth segmentation in magnetic resonance scans using deep learning - A pilot study,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
1436,RSDDM8EI,Development of automatic landmark identification for mandible using curvature-based registration,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
168,GMQCCFR9,Developing an Artificial Intelligence Solution to Autosegment the Edentulous Maxillary Bone for Implant Planning.,"A5,A6",C4,"G1,G4,G3","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4, G3"
272,P3IE33LP,Evaluation of the Influence of Build Orientation on the Surface Roughness and Flexural Strength of 3D-Printed Denture Base Resin and Its Comparison with  CAD-CAM Milled Denture Base Resin.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1227,ZE3WQLXI,Comparison Study of Extraction Accuracy of 3D Facial Anatomical Landmarks Based on Non-Rigid Registration of Face Template,"A5,A6",C4,"G1,G4","【优势】: A5, A6
【挑战】: C4
【缺口】: G1, G4"
444,S4MRIA3P,Mechanical Response of PEKK and PEEK As Frameworks for Implant-Supported Full-Arch Fixed Dental Prosthesis: 3D Finite Element Analysis.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
870,A94JIKBB,Automatic Segmentation of the Infraorbital Canal in CBCT Images: Anatomical Structure Recognition Using Artificial Intelligence,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
897,863TCEA7,Using the Finite Element Method to Determine the Odonto-Periodontal Stress for a Patient with Angle Class II Division 1 Malocclusion,"A2,A6","C1,C5",G1,"【优势】: A2, A6
【挑战】: C1, C5
【缺口】: G1"
1714,AIZ65U9H,Integrating Digital Feedback Into Competency-Based Medical Education for Crown Preparation Skill Acquisition: A Pre-Post Study of Dental Interns in Taiwan,"A6,A5",C4,"G1,G4","【优势】: A6, A5
【挑战】: C4
【缺口】: G1, G4"
2114,KYG8D3UF,Development of a Quantitative Method to Assess Dental Students' Manual Dexterity in Tooth Cavity Preparation,"A3,A6",C9,"G1,G4","【优势】: A3, A6
【挑战】: C9
【缺口】: G1, G4"
1631,KZIYILZU,Artificial Intelligence for 3D Reconstruction from 2D Panoramic X-rays to Assess Maxillary Impacted Canines,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
1327,3ZVZI7FS,Design of an interactive system for access cavity assessment: A novel feedback tool for preclinical endodontics,"A3,A5,A6",C9,"G1,G4","【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1, G4"
56,IPRIVZUP,Developing an Artificial Intelligence Solution to Autosegment the Edentulous Mandibular Bone for Implant Planning.,"A5,A6","C4,C5","G1,G4","【优势】: A5, A6
【挑战】: C4, C5
【缺口】: G1, G4"
371,5V4M8IQL,A 3-D Finite Element Analysis of a Single Implant Retained Overdenture Reinforced with Short Versus Long Frameworks.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
526,TWGZIE88,The accuracy of automated facial landmarking - a comparative study between Cliniface software and patch-based Convoluted Neural Network algorithm.,"A3,A6",C4,G4,"【优势】: A3, A6
【挑战】: C4
【缺口】: G4"
688,6WML986Q,Digital Hybrid Model Preparation for Virtual Planning of Reconstructive Dentoalveolar Surgical Procedures,"A2,A5,A6",C9,G1,"【优势】: A2, A5, A6
【挑战】: C9
【缺口】: G1"
313,2MUY3JET,Automated reconstruction: Predictive models based on facial morphology matrices.,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
652,9DHRAUNV,Precision and Efficacy of Digital Technology in Orthognathic Surgery for Facial Asymmetry Correction: A Quantitative Analysis,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
999,8ZIRPRCJ,Secondary Mandible Reconstruction with Computer-Assisted-Surgical Simulation and Patient-Specific Pre-Bent Plates: The Algorithm of Virtual Planning and Limitations Revisited,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
683,64V3G83K,Three-dimensional superimposition of digital models for individual identification,A6,C9,G4,"【优势】: A6
【挑战】: C9
【缺口】: G4"
1653,7D8C3IE9,3D imaging for dental identification: a pilot investigation of a novel segmentation method using an intra oral scanning device,A5,C4,G1,"【优势】: A5
【挑战】: C4
【缺口】: G1"
916,PRQRZMAW,The effect of mandibular flexure on the design of implant-supported fixed restorations of different facial types under two loading conditions by three-dimensional finite element analysis,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
398,3UIJFW4V,An innovative additively manufactured implant for mandibular injuries: Design and preparation processes based on simulation model.,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
643,3DULHY4P,"In-House, Open-Source 3D-Software-Based, CAD/CAM-Planned Mandibular Reconstructions in 20 Consecutive Free Fibula Flap Cases: An Explorative Cross-Sectional Study With Three-Dimensional Performance Analysis","A3,A5,A6",C9,"G1,G4","【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1, G4"
871,3KLNEKRB,Realizing in-house algorithm-driven free fibula flap set up within 24 hours: a pilot study evaluating accuracy with open-source tools,"A3,A5,A6",C9,"G1,G4","【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1, G4"
944,HTRWWCZV,Virtual surgical planning for maxillary reconstruction with the scapular free flap: An evaluation of a simple cutting guide design,"A3,A5,A6",C9,G9,"【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G9"
978,8LJI9ZZH,Effect of Mandibular Advancement on Condylar Remodelling of Class II Malocclusion Adolescent Patients With or Without Anterior Disc Displacement: A Retrospective Study,"A2,A6",C9,G4,"【优势】: A2, A6
【挑战】: C9
【缺口】: G4"
1225,K7USC6AL,A Comparative Study on a Novel Fibula Malleolus Cap to Increase the Accuracy of Oncologic Jaw Reconstruction,A6,C9,"G1,G4","【优势】: A6
【挑战】: C9
【缺口】: G1, G4"
1209,2N5V8KH4,Validation of three-dimensional facial imaging captured with smartphone-based photogrammetry application in comparison to stereophotogrammetry system,"A3,A5","C4,C5","G1,G4","【优势】: A3, A5
【挑战】: C4, C5
【缺口】: G1, G4"
1522,3TBNKUQA,Initial implementation of surgical guide design utilizing digital medicine for lateral orbital decompression surgery,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
271,R8BYGXA2,Developing an Interactive Computer Program for Integrated Dental Education.,"A2,A5",C9,"G1,G4","【优势】: A2, A5
【挑战】: C9
【缺口】: G1, G4"
2287,ZRTG4C5T,A Framework to Enhance the Experience of CBCT Data in Real-Time Using Immersive Virtual Reality: Impacting Dental Pre-Surgical Planning,"A1,A2,A5",C9,"G1,G4","【优势】: A1, A2, A5
【挑战】: C9
【缺口】: G1, G4"
2075,75U924X7,Esthetic rehabilitation for a Kennedy Class IV patient using detachable 3D printing diagnostic denture and removable partial denture with polyetheretherketone framework,"A1,A5",C9,G1,"【优势】: A1, A5
【挑战】: C9
【缺口】: G1"
86,6L7WJ4MX,Effects of the cone-beam computed tomography protocol on the accuracy and image quality of root surface area measurements: An in vitro study.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
497,YFI6KQ92,Three-Dimensional Volumetric Investigation of Onodi Cells: A Multi-Slice Computed Tomography Study.,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
2288,3C3LWSIA,Automated Dental Landmarks Recognition in Special Models via Neural Network,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
489,N6477A2Z,Effect of posterior span length on the trueness and precision of 3 intraoral digital scanners: A comparative 3-dimensional in vitro study.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
162,MH77VGXZ,Optimization of forensic identification through 3-dimensional imaging analysis of labial tooth surface using open-source software.,A3,C9,"G1,G4","【优势】: A3
【挑战】: C9
【缺口】: G1, G4"
189,6SHXRW5Z,Volumetric analysis of mucous retention cysts in the maxillary sinus: A retrospective study using cone-beam computed tomography.,"A2,A3",C9,G1,"【优势】: A2, A3
【挑战】: C9
【缺口】: G1"
2268,4D8XQVXT,Occlusal Analysis of Algorithm-designed Restoration Using Different Virtual Articulator Parameters: A Preliminary Study,A6,C4,G4,"【优势】: A6
【挑战】: C4
【缺口】: G4"
1433,APVNWPAS,Comparing the accuracy and treatment time of a robotic and dynamic navigation system in osteotomy and root-end resection: An in vitro study,A6,C5,G9,"【优势】: A6
【挑战】: C5
【缺口】: G9"
15,8TB2V9T8,Virtual reconstruction of orbital defects using Gaussian process morphable models.,"A5,A6",C4,G1,"【优势】: A5, A6
【挑战】: C4
【缺口】: G1"
701,ILAFRFCN,Segmentation of Cemento-Osseous Dysplasias Using an Artificial Intelligence Algorithm,"A5,A6",C9,"G1,G4","【优势】: A5, A6
【挑战】: C9
【缺口】: G1, G4"
1767,DVQKTI8D,Practitioners' Perceptions of Augmented and Virtual Reality in Endodontic Treatment Planning: A Pilot Study,"A3,A5,A6","C1,C4","G1,G4","【优势】: A3, A5, A6
【挑战】: C1, C4
【缺口】: G1, G4"
420,PEQ6GY9D,Fibular registration using surface matching in navigation-guided osteotomies: a proof of concept study on 3D-printed models.,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
1816,NYZNSSTW,Computer-aided design and fabrication of nasal prostheses: a semi-automated algorithm using statistical shape modeling,"A5,A4","C1,C4",G1,"【优势】: A5, A4
【挑战】: C1, C4
【缺口】: G1"
157,V89XCKDS,Augmented reality navigation with real-time tracking for facial repair surgery.,"A5,A6",C9,G1,"【优势】: A5, A6
【挑战】: C9
【缺口】: G1"
