_nt,Title,期刊,Item Type,Key,PassA,PassB,判定,证据,软件,专科,应用场景,研究设计,原始返回
a novel fluoride tray assisted workflow for artificial intelligence driven automated maxillary gingival segmentation on cone beam ct,A novel fluoride tray-assisted workflow for artificial intelligence-driven automated maxillary gingival segmentation on cone beam CT,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,X4AMPF75,INCLUDE,EXCLUDE,INCLUDE,"""Maxillary gingival segmentation refinement was performed by an oral and maxillofacial radiologist (D.P.) using Mimics software (version 25.0, Materialise, Leuven, Belgium)""；""The AI-segmented gingiva was exported in the stereolithography (STL) format and imported into Mimics""；""This was performed using Mimics and 3-matic software (version 17.0, Materialise, Leuven, Belgium)""",Mimics; 3-matic,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,clinical,"【判定】: INCLUDE
【证据】: ""Maxillary gingival segmentation refinement was performed by an oral and maxillofacial radiologist (D.P.) using Mimics software (version 25.0, Materialise, Leuven, Belgium)""；""The AI-segmented gingiva was exported in the stereolithography (STL) format and imported into Mimics""；""This was performed using Mimics and 3-matic software (version 17.0, Materialise, Leuven, Belgium)""
【软件】: Mimics; 3-matic
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: clinical"
reduced graphene oxide loaded with tetrahedral framework nucleic acids for combating orthodontically induced root resorption,Reduced graphene oxide loaded with tetrahedral framework nucleic acids for combating orthodontically induced root resorption,JOURNAL OF NANOBIOTECHNOLOGY,journalArticle,6LPJ3GYL,INCLUDE,INCLUDE,INCLUDE,Three-dimensional (3D) images were reconstructed by Mimics and Geomagic Wrap 2017 for morphological assessment.,Mimics; Geomagic Wrap,Orthodontics,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【证据】: Three-dimensional (3D) images were reconstructed by Mimics and Geomagic Wrap 2017 for morphological assessment.
【软件】: Mimics; Geomagic Wrap
【专科】: Orthodontics
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
jaw morphology and factors associated with upper impacted canines case controlled trial,Jaw Morphology and Factors Associated with Upper Impacted Canines: Case-Controlled Trial,APPLIED SCIENCES-BASEL,journalArticle,GID4YXLX,,INCLUDE,INCLUDE,"""To determine the surface area and volume of the maxilla, we imported the 3D study models in digital form into a customized program for analyzing the morphological features of the jaws based on Rapid Form™ 2006 software (Inus Technology Inc., Seoul, Republic of Korea)."" 以及 ""By defining all these boundaries, the RapidForm™2006 software provided results in terms of mm2 (surface area and projection area) and mm3 (volume).""",RapidForm 2006,Orthodontics,Morphological and phenotypic analysis,clinical,"【判定】: INCLUDE
【证据】: ""To determine the surface area and volume of the maxilla, we imported the 3D study models in digital form into a customized program for analyzing the morphological features of the jaws based on Rapid Form™ 2006 software (Inus Technology Inc., Seoul, Republic of Korea)."" 以及 ""By defining all these boundaries, the RapidForm™2006 software provided results in terms of mm2 (surface area and projection area) and mm3 (volume).""
【软件】: RapidForm 2006
【专科】: Orthodontics
【应用场景】: Morphological and phenotypic analysis
【研究设计】: clinical"
low profile electromagnetic field sensors in the measurement and modelling of three dimensional jaw kinematics and occlusal loading,Low-Profile Electromagnetic Field Sensors in the Measurement and Modelling of Three-Dimensional Jaw Kinematics and Occlusal Loading,ANNALS OF BIOMEDICAL ENGINEERING,journalArticle,ARSEKXEW,INCLUDE,EXCLUDE,INCLUDE,"""constructed from the intra-oral scans using 3-matic 13.0 (Materialise, Leuven, Belgium)"" 及 ""imported into a commercially available finite element modelling package (Abaqus 2017, Dassault Systems, Paris, France)""",3-Matic; ABAQUS,Prosthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: ""constructed from the intra-oral scans using 3-matic 13.0 (Materialise, Leuven, Belgium)"" 及 ""imported into a commercially available finite element modelling package (Abaqus 2017, Dassault Systems, Paris, France)""
【软件】: 3-Matic; ABAQUS
【专科】: Prosthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
digital dental biometrics for human identification based on automated 3d point cloud feature extraction and registration,Digital Dental Biometrics for Human Identification Based on Automated 3D Point Cloud Feature Extraction and Registration,BIOENGINEERING-BASEL,journalArticle,QY8WZNYX,INCLUDE,EXCLUDE,INCLUDE,"""MeshLab v2020.09 (Visual Computing Lab, ISTI−CNR, Pisa, Italy) combined with the pseudo−inverse quadratic fitting method was utilized to calculate and color−code the average curvature of each point on the tooth model."" 以及 ""the CloudCompare v2.10 point cloud processing software (CloudCompare Team, Bordeaux, France) was employed to extract feature point clouds corresponding to the gingival margin line and its three subregions""",MeshLab; CloudCompare,Forensic Odontology,Morphological and phenotypic analysis,computational,"【判定】: INCLUDE
【证据】: ""MeshLab v2020.09 (Visual Computing Lab, ISTI−CNR, Pisa, Italy) combined with the pseudo−inverse quadratic fitting method was utilized to calculate and color−code the average curvature of each point on the tooth model."" 以及 ""the CloudCompare v2.10 point cloud processing software (CloudCompare Team, Bordeaux, France) was employed to extract feature point clouds corresponding to the gingival margin line and its three subregions""
【软件】: MeshLab; CloudCompare
【专科】: Forensic Odontology
【应用场景】: Morphological and phenotypic analysis
【研究设计】: computational"
fully digital versus conventional workflows for fabricating posterior three unit implant supported reconstructions a prospective crossover clinical trial,Fully Digital versus Conventional Workflows for Fabricating Posterior Three-Unit Implant-Supported Reconstructions: A Prospective Crossover Clinical Trial,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,journalArticle,YYC34XSZ,INCLUDE,EXCLUDE,INCLUDE,"""their accuracy was calculated by using the software's best-fit algorithm for detailed 3D data assessment (GOM inspect v 7.5, GOM mbh, Braunschweig, Germany)"" 以及 ""the angle of the tape between the two screwdriver positions was calculated (Figure 3c) and reported in degrees using computer-aided design (CAD) software (AutoCAD software; M.49.0.0 AutoCAD 2016, Autodesk, Inc., San Rafael, CA, USA)""",GOM Inspect; AutoCAD,Implantology,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【证据】: ""their accuracy was calculated by using the software's best-fit algorithm for detailed 3D data assessment (GOM inspect v 7.5, GOM mbh, Braunschweig, Germany)"" 以及 ""the angle of the tape between the two screwdriver positions was calculated (Figure 3c) and reported in degrees using computer-aided design (CAD) software (AutoCAD software; M.49.0.0 AutoCAD 2016, Autodesk, Inc., San Rafael, CA, USA)""
【软件】: GOM Inspect; AutoCAD
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
in vivo assessment of sed a novel biomechanical indicator for periodontal tissue remodeling in clear aligner therapy,In Vivo Assessment of SED: A Novel Biomechanical Indicator for Periodontal Tissue Remodeling in Clear Aligner Therapy,ANNALS OF BIOMEDICAL ENGINEERING,journalArticle,EC9P5DI3,INCLUDE,EXCLUDE,INCLUDE,"""The data were imported into Mimics 20.0 (Materialise, Belgium), where the lower anterior teeth and AB were segmented using thresholding to create mask layers."" / ""Surface optimization was performed using Geomagic Studio 2014 (Raindrop GEOMAGIC, USA)."" / ""A preliminary model was constructed in NX 1911 (Siemens, Germany)"" / ""We assembled all components in ANSYS Workbench 2019 (Ansys, USA)""",Mimics; Geomagic Studio; NX; ANSYS Workbench,Orthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: ""The data were imported into Mimics 20.0 (Materialise, Belgium), where the lower anterior teeth and AB were segmented using thresholding to create mask layers."" / ""Surface optimization was performed using Geomagic Studio 2014 (Raindrop GEOMAGIC, USA)."" / ""A preliminary model was constructed in NX 1911 (Siemens, Germany)"" / ""We assembled all components in ANSYS Workbench 2019 (Ansys, USA)""
【软件】: Mimics; Geomagic Studio; NX; ANSYS Workbench
【专科】: Orthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
3d printing titanium grid scaffold facilitates osteogenesis in mandibular segmental defects,3D printing titanium grid scaffold facilitates osteogenesis in mandibular segmental defects,NPJ REGENERATIVE MEDICINE,journalArticle,QLSFY6I6,INCLUDE,EXCLUDE,INCLUDE,"3D models of these structures were developed using 3-Matic software (Materialize, Leuven, Belgium).",3-Matic,Oral and Maxillofacial Surgery,Digital design and manufacturing,clinical,"【判定】: INCLUDE
【证据】: 3D models of these structures were developed using 3-Matic software (Materialize, Leuven, Belgium).
【软件】: 3-Matic
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Digital design and manufacturing
【研究设计】: clinical"
3d printed indirect bonding trays transfer accuracy of bar vs shell design in a prospective randomized clinical trial,"3D printed indirect bonding trays: transfer accuracy of bar vs shell design in a prospective, randomized clinical trial",ANGLE ORTHODONTIST,journalArticle,X6MQB5ZG,INCLUDE,INCLUDE,INCLUDE,"""Nominal (with virtual brackets) and actual (scan after IDB) STL models were imported to GOM Inspect open-source software 2018 (GOM GmbH, Braunschweig, Germany)."" 以及 ""Local coordinate systems were established for each bracket in the GOM Inspect program.""",GOM Inspect,Orthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【证据】: ""Nominal (with virtual brackets) and actual (scan after IDB) STL models were imported to GOM Inspect open-source software 2018 (GOM GmbH, Braunschweig, Germany)."" 以及 ""Local coordinate systems were established for each bracket in the GOM Inspect program.""
【软件】: GOM Inspect
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
computational evaluation of stress distribution in endocrown restored immature mandibular molars a finite element approach,Computational Evaluation of Stress Distribution in Endocrown-Restored Immature Mandibular Molars: A Finite Element Approach,APPLIED SCIENCES-BASEL,journalArticle,HSRHKBRU,INCLUDE,EXCLUDE,INCLUDE,"""mathematical models were prepared for analysis using ALTAIR Hypermesh v2024 software (ALTAIR, Troy, MI, USA)"" 及 ""Mathematical models created with ALTAIR Hypermesh software were transferred to the ALTAIR Optistruct v2024 (ALTAIR, Troy, MI, USA) solver for analysis.""",ALTAIR HyperMesh; ALTAIR Optistruct,Pediatric Dentistry,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: ""mathematical models were prepared for analysis using ALTAIR Hypermesh v2024 software (ALTAIR, Troy, MI, USA)"" 及 ""Mathematical models created with ALTAIR Hypermesh software were transferred to the ALTAIR Optistruct v2024 (ALTAIR, Troy, MI, USA) solver for analysis.""
【软件】: ALTAIR HyperMesh; ALTAIR Optistruct
【专科】: Pediatric Dentistry
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
effect of internal structural design on stress distribution in 3d printed subperiosteal implants under mechanical loading,Effect of Internal Structural Design on Stress Distribution in 3D-Printed Subperiosteal Implants Under Mechanical Loading,BIOENGINEERING-BASEL,journalArticle,9SNK3E6R,INCLUDE,INCLUDE,INCLUDE,"""During modeling, the test environment was virtually reconstructed using Abaqus 2026 FD01 software (Dassault Systèmes SE, Vélizy-Villacoublay, France)"" 以及 ""The acquired projection data were reconstructed using Volume Graphics StudioMax 2025.3 software (Volume Graphics GmbH, Heidelberg, Germany).""",Abaqus; Volume Graphics StudioMax,Oral and Maxillofacial Surgery,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: ""During modeling, the test environment was virtually reconstructed using Abaqus 2026 FD01 software (Dassault Systèmes SE, Vélizy-Villacoublay, France)"" 以及 ""The acquired projection data were reconstructed using Volume Graphics StudioMax 2025.3 software (Volume Graphics GmbH, Heidelberg, Germany).""
【软件】: Abaqus; Volume Graphics StudioMax
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
